"tconst","averagerating","numvotes"
"tt1652337","7.3000","7"
"tt1652408","6.9000","30"
"tt1653855","7.1000","59"
"tt1654523","6.8000","16694"
"tt1655431","6.5000","23"
"tt1657303","5.3000","6"
"tt1657400","6.1000","14"
"tt1657422","5.9000","19"
"tt1659187","7.1000","21"
"tt1659216","3.4000","3804"
"tt1660379","6.7000","5559"
"tt1661219","7.2000","13"
"tt1662293","4.4000","4604"
"tt1662546","6.4000","50"
"tt1663145","7.1000","217"
"tt1663168","6.0000","21"
"tt1663655","4.0000","4567"
"tt1663691","6.3000","11"
"tt1664814","7.4000","1104"
"tt1665722","7.4000","43"
"tt1666329","5.5000","21"
"tt1666538","4.8000","31"
"tt1666700","5.4000","674"
"tt1666710","5.5000","28"
"tt1667141","6.5000","61"
"tt1667145","4.5000","192"
"tt1667156","6.2000","296"
"tt1669706","5.0000","9"
"tt1671465","6.2000","454"
"tt1671547","7.2000","910"
"tt1672133","4.0000","95"
"tt1672214","7.4000","1199"
"tt1673645","5.8000","79"
"tt1674217","6.7000","13"
"tt1674692","5.1000","264"
"tt1674741","8.4000","563"
"tt1675167","7.3000","19"
"tt1677514","4.2000","30"
"tt1677677","6.1000","12"
"tt1679595","6.5000","329"
"tt1680089","5.5000","1328"
"tt1682949","6.7000","524"
"tt1686030","6.2000","18"
"tt1691329","6.2000","26"
"tt1691924","2.9000","155"
"tt1692253","8.0000","32"
"tt1692254","6.4000","8"
"tt1693039","6.3000","224"
"tt1693679","3.4000","1714"
"tt1694115","6.7000","48"
"tt1694537","6.6000","30"
"tt1696494","6.8000","20"
"tt1698537","6.1000","14"
"tt1698656","3.9000","135"
"tt1699222","7.6000","68"
"tt1702622","7.0000","31"
"tt1704201","2.2000","622"
"tt1705787","5.6000","31"
"tt1706317","3.9000","1951"
"tt1706670","6.3000","38"
"tt1708537","8.1000","608"
"tt1709143","5.5000","33137"
"tt1711428","4.8000","93"
"tt1711522","5.2000","1052"
"tt1714208","6.0000","20046"
"tt1714885","7.3000","15"
"tt1714920","5.0000","259"
"tt1715336","6.5000","19733"
"tt1719052","6.8000","32"
"tt1719490","7.8000","30"
"tt1720267","4.2000","185"
"tt1720280","6.0000","73"
"tt1725047","6.3000","38"
"tt1726707","8.1000","43"
"tt1728640","7.1000","7"
"tt1731697","5.1000","25089"
"tt1732177","6.4000","18"
"tt1733536","6.5000","145"
"tt1734105","6.6000","5"
"tt1737071","6.1000","11"
"tt1737156","6.2000","425"
"tt1737768","6.9000","45"
"tt1737795","3.4000","247"
"tt1740053","5.0000","1795"
"tt1740781","8.3000","6"
"tt1740798","5.2000","265"
"tt1742184","8.2000","27"
"tt1744823","5.0000","22"
"tt1744847","7.7000","67"
"tt1745649","7.5000","92"
"tt1753535","3.6000","74"
"tt1753666","7.5000","82"
"tt1753868","3.6000","5"
"tt1753881","7.0000","62"
"tt1754455","6.5000","320"
"tt1754780","8.7000","10"
"tt1754787","5.4000","367"
"tt1756659","6.5000","33"
"tt1756708","7.4000","77"
"tt1756823","5.9000","45"
"tt1757717","6.7000","15"
"tt1757912","5.7000","507"
"tt1758607","7.5000","13"
"tt1760947","3.1000","92"
"tt1760967","7.1000","9701"
"tt1764315","7.0000","20"
"tt1764547","2.3000","308"
"tt1766203","6.8000","76"
"tt1769305","7.3000","65"
"tt1772317","6.8000","88"
"tt1772845","6.7000","245"
"tt1773426","7.9000","21"
"tt1774326","8.5000","36"
"tt1774473","6.0000","6"
"tt1774531","6.6000","219"
"tt1774562","4.1000","22"
"tt1776798","7.1000","56"
"tt1776844","4.5000","6"
"tt1777587","6.2000","6"
"tt1777590","7.3000","7"
"tt1777595","6.6000","1739"
"tt1778858","7.2000","8"
"tt1778918","4.8000","192"
"tt1779356","6.0000","5"
"tt1780790","3.7000","114"
"tt1781755","5.3000","443"
"tt1783305","6.4000","45"
"tt1784365","4.4000","142"
"tt1784486","4.2000","84"
"tt1784490","4.4000","109"
"tt1784522","6.0000","8"
"tt1784654","7.4000","31"
"tt1785289","6.6000","5"
"tt1785344","6.7000","22"
"tt1787636","2.0000","156"
"tt1787759","4.7000","6996"
"tt1787810","7.3000","488"
"tt1790807","6.0000","20"
"tt1791587","4.7000","6"
"tt1795588","3.4000","115"
"tt1796439","4.0000","5"
"tt1797498","4.5000","40"
"tt1797504","7.0000","12594"
"tt1798085","6.0000","361"
"tt1798693","6.9000","9"
"tt1801038","7.5000","65"
"tt1801098","5.4000","175"
"tt1802806","7.0000","172"
"tt1803190","8.5000","10"
"tt1804528","6.8000","48"
"tt1808339","6.2000","3911"
"tt1810861","5.6000","213"
"tt1811313","5.2000","9"
"tt1813225","4.0000","140"
"tt1814797","6.3000","827"
"tt1814842","7.9000","18"
"tt1815659","6.0000","91"
"tt1815979","7.1000","27"
"tt1817287","7.1000","3124"
"tt1817733","6.9000","70"
"tt1818377","6.0000","207"
"tt1818388","7.8000","5"
"tt1820678","5.5000","11"
"tt1821362","5.8000","2215"
"tt1821368","7.0000","80"
"tt1821406","6.9000","230"
"tt1822255","6.7000","1372"
"tt1822302","6.2000","1622"
"tt1823172","3.6000","21"
"tt1823197","5.4000","105"
"tt1824974","6.3000","28"
"tt1825166","4.7000","225"
"tt1825833","3.3000","289"
"tt1825901","8.0000","29"
"tt1826610","6.4000","461"
"tt1827528","6.6000","1766"
"tt1828239","7.9000","9"
"tt1830900","7.8000","80"
"tt1831825","4.5000","95"
"tt1832359","4.7000","26"
"tt1832447","2.8000","279"
"tt1832894","8.1000","13"
"tt1834308","7.3000","66"
"tt1836926","4.0000","350"
"tt1836940","7.0000","94"
"tt1838563","7.2000","224"
"tt1838729","4.7000","45"
"tt1839522","7.8000","4359"
"tt1839523","8.9000","18"
"tt1841830","5.9000","108"
"tt1843867","6.9000","8"
"tt1843967","6.3000","16"
"tt1843968","2.7000","23"
"tt1846488","4.6000","22"
"tt1847591","7.7000","66"
"tt1848903","6.3000","11"
"tt1851848","5.1000","435"
"tt1852113","7.1000","30"
"tt1853642","7.2000","6"
"tt1855153","5.7000","73"
"tt1855325","5.4000","125191"
"tt1858729","6.0000","72"
"tt1859501","6.7000","24"
"tt1859565","6.6000","34"
"tt1859624","3.6000","11"
"tt1862058","5.4000","25"
"tt1863262","6.8000","18"
"tt1863426","4.6000","15"
"tt1864368","6.0000","6"
"tt1865346","4.6000","2414"
"tt1866092","8.3000","14"
"tt1867080","4.0000","114"
"tt1867521","6.4000","19"
"tt1869236","5.7000","11"
"tt1869345","7.7000","1320"
"tt1869682","7.6000","1785"
"tt1869721","5.9000","1417"
"tt1870372","3.8000","56"
"tt1872026","4.9000","11"
"tt1874451","5.6000","282"
"tt1874689","4.6000","42"
"tt1877722","5.3000","7"
"tt0100275","6.5000","119"
"tt0443272","7.4000","228701"
"tt0462335","5.6000","33746"
"tt0464032","8.0000","39"
"tt0473122","6.4000","55"
"tt0481499","7.2000","176699"
"tt0482459","6.8000","402"
"tt10155980","8.2000","9"
"tt10156610","9.2000","29"
"tt10172308","6.6000","16"
"tt10235018","3.0000","11"
"tt1027820","5.6000","3912"
"tt10289996","6.8000","133"
"tt10293884","8.5000","6"
"tt1038919","5.6000","112444"
"tt1043757","4.8000","86"
"tt1060273","8.7000","6"
"tt1078890","8.2000","8"
"tt1087461","4.7000","7652"
"tt1095399","6.0000","64"
"tt1095417","7.8000","56"
"tt1109488","6.0000","351"
"tt1134846","6.4000","203"
"tt1143896","5.9000","4664"
"tt1149293","8.9000","11"
"tt1152822","6.4000","6466"
"tt1155076","6.2000","146401"
"tt1173687","7.0000","9584"
"tt1173957","7.7000","62"
"tt1183307","4.3000","400"
"tt1183944","4.5000","63"
"tt1207924","5.2000","70"
"tt1212077","7.4000","8"
"tt1219342","7.0000","73790"
"tt1222816","7.4000","375"
"tt1229340","6.3000","156116"
"tt1233334","7.2000","5469"
"tt1233600","5.7000","58"
"tt1238846","6.9000","9"
"tt1242599","6.4000","7321"
"tt1242658","6.4000","191"
"tt1244658","5.9000","5911"
"tt1244661","7.6000","42"
"tt1255953","8.3000","124156"
"tt1262892","6.8000","22"
"tt1273683","7.8000","8"
"tt1286766","5.7000","343"
"tt1303782","5.8000","785"
"tt1305059","6.5000","490"
"tt1307972","2.8000","188"
"tt1309183","4.8000","53"
"tt1309374","3.7000","555"
"tt1312233","7.0000","21"
"tt1318517","6.5000","8147"
"tt1320253","6.5000","307897"
"tt1324061","6.9000","1279"
"tt1324999","4.9000","208387"
"tt1334260","7.1000","130084"
"tt1334455","4.8000","48"
"tt1337366","6.5000","3903"
"tt1339340","5.6000","128"
"tt1344836","7.5000","10"
"tt1345506","7.0000","21"
"tt1356409","9.0000","34"
"tt1364277","8.2000","6"
"tt1367454","6.5000","13"
"tt1374989","5.8000","46187"
"tt1381402","6.7000","122"
"tt1384927","7.1000","3234"
"tt1386683","6.9000","6259"
"tt1390533","4.4000","232"
"tt1390540","5.7000","49"
"tt1396219","5.4000","2159"
"tt1403846","6.2000","757"
"tt1409024","6.8000","309879"
"tt1410234","6.6000","7"
"tt1412697","3.1000","105"
"tt1414382","5.8000","46690"
"tt1415255","5.6000","286"
"tt1415284","3.9000","209"
"tt1423922","7.1000","867"
"tt1424003","6.4000","6130"
"tt1431160","6.8000","52"
"tt1433812","8.3000","31"
"tt1434443","7.1000","4226"
"tt1438534","4.9000","5622"
"tt1442578","7.1000","343"
"tt1447508","7.4000","10903"
"tt1449393","5.8000","12"
"tt1454609","6.4000","273"
"tt1457764","5.9000","27"
"tt1462715","3.8000","5"
"tt1464736","6.8000","13"
"tt1465475","8.3000","18"
"tt1468840","5.1000","123"
"tt1473832","6.5000","60260"
"tt1478965","5.6000","103"
"tt1479190","7.6000","14"
"tt1484522","7.0000","1190"
"tt1485055","8.2000","22"
"tt1486192","6.4000","79578"
"tt1491611","6.3000","27"
"tt1493099","4.3000","105"
"tt1496832","6.3000","2186"
"tt1498784","7.1000","351"
"tt1501650","6.9000","129"
"tt1502402","4.4000","310"
"tt1507250","5.6000","208"
"tt1510912","7.3000","11"
"tt1512220","5.3000","328"
"tt1512738","7.0000","44"
"tt1513183","6.8000","24"
"tt1515091","7.5000","394189"
"tt1519431","7.4000","93"
"tt1523581","8.3000","10"
"tt1526610","6.7000","195"
"tt1527823","4.8000","677"
"tt1531677","7.1000","22"
"tt1532266","5.4000","188"
"tt1535485","7.9000","18"
"tt1535616","5.8000","33603"
"tt1535617","4.6000","1305"
"tt1537321","6.6000","5"
"tt1538819","6.5000","4298"
"tt1540933","6.9000","71"
"tt1545754","5.3000","14178"
"tt1546420","5.8000","552"
"tt1548021","6.8000","17"
"tt1548899","4.8000","39"
"tt1550524","6.8000","1698"
"tt1553312","6.6000","14"
"tt1555209","6.7000","62"
"tt1558856","4.6000","296"
"tt1558952","8.2000","214"
"tt1559547","6.2000","79764"
"tt1563675","6.2000","17"
"tt1564972","7.0000","11"
"tt1566948","5.6000","163"
"tt1568335","7.8000","1850"
"tt1568924","7.0000","403"
"tt1570101","7.8000","310"
"tt1570728","7.4000","436830"
"tt1571739","5.7000","429"
"tt1579242","7.0000","129"
"tt1579396","4.6000","33"
"tt1582478","7.8000","738"
"tt1582658","4.5000","31"
"tt1588310","6.4000","81"
"tt1588860","6.0000","26"
"tt1594450","7.2000","45"
"tt1595852","7.0000","30"
"tt1598435","7.2000","79"
"tt1600076","7.5000","28"
"tt1600731","7.6000","276"
"tt1600801","8.0000","17"
"tt1601235","8.1000","34"
"tt1601814","5.4000","968"
"tt1606379","6.6000","10"
"tt1611056","1.0000","449"
"tt1612750","4.0000","240"
"tt1612782","5.5000","1799"
"tt1613819","6.9000","9"
"tt1613874","5.6000","95"
"tt1615031","6.8000","64"
"tt1615480","5.7000","529"
"tt1616152","4.7000","14"
"tt1618447","6.6000","4352"
"tt1619647","8.3000","66"
"tt1620848","6.2000","8"
"tt1623759","5.4000","466"
"tt1625150","7.2000","7476"
"tt1628026","8.2000","12"
"tt1628042","6.5000","104"
"tt1629716","4.0000","248"
"tt1630038","6.8000","377"
"tt1632544","7.1000","1927"
"tt1632724","6.7000","47"
"tt1639082","4.7000","118"
"tt1640569","5.4000","222"
"tt1641410","6.8000","2798"
"tt1641917","9.1000","19"
"tt1641975","5.5000","6343"
"tt1642268","9.2000","5"
"tt1645184","4.5000","80"
"tt1646926","5.2000","8833"
"tt1646957","5.3000","83"
"tt1646982","6.5000","29"
"tt1647382","6.5000","6"
"tt1647692","5.2000","477"
"tt1649431","8.2000","5707"
"tt1650058","5.7000","1353"
"tt1651507","6.6000","149"
"tt1652195","8.3000","7"
"tt1653700","5.9000","6766"
"tt1653881","5.5000","8"
"tt1654072","6.3000","20"
"tt1656194","5.5000","328"
"tt1659198","6.1000","24"
"tt1659304","8.4000","10"
"tt1660303","3.6000","247"
"tt1661388","5.0000","172"
"tt1662295","3.9000","293"
"tt1664742","7.5000","8"
"tt1666184","5.2000","350"
"tt1666287","5.9000","1212"
"tt1666823","3.8000","20"
"tt1667457","3.2000","17"
"tt1667852","4.7000","882"
"tt1667890","7.1000","51"
"tt1668050","7.7000","96"
"tt1670632","6.8000","296"
"tt1670634","6.2000","86"
"tt1670703","8.3000","1417"
"tt1671571","7.2000","13"
"tt1671616","6.5000","478"
"tt1672167","8.7000","7"
"tt1672169","6.6000","25"
"tt1673654","5.4000","74"
"tt1674093","8.4000","16"
"tt1674785","7.2000","1927"
"tt1675163","5.9000","145"
"tt1675742","5.8000","24"
"tt1676106","8.4000","5"
"tt1686039","5.9000","13699"
"tt1686834","8.4000","18"
"tt1691454","4.4000","34"
"tt1691917","5.7000","39870"
"tt1692226","7.0000","7"
"tt1692889","7.1000","139"
"tt1693809","7.3000","18"
"tt1693837","6.1000","14"
"tt1697883","6.6000","8"
"tt1698566","6.2000","161"
"tt1699202","6.3000","663"
"tt1700437","9.3000","6"
"tt1700492","5.1000","35"
"tt1700810","6.7000","132"
"tt1701214","7.7000","39"
"tt1703237","5.6000","35"
"tt1705047","6.0000","69"
"tt1705933","6.1000","26"
"tt1706542","7.3000","9"
"tt1710354","4.3000","31"
"tt1710551","7.1000","15"
"tt1710625","6.8000","713"
"tt1711475","4.2000","101"
"tt1714148","7.6000","15"
"tt1714151","5.4000","14"
"tt1714910","5.8000","16"
"tt1715210","7.4000","3028"
"tt1715344","6.8000","38"
"tt1715752","5.2000","76"
"tt1715788","4.4000","24"
"tt1716759","4.7000","1310"
"tt1716772","6.8000","73217"
"tt1719558","7.6000","16"
"tt1720170","8.4000","18"
"tt1720182","6.8000","6903"
"tt1722450","7.5000","3588"
"tt1722454","6.8000","26"
"tt1723805","5.8000","228"
"tt1726861","6.7000","4658"
"tt1726888","7.1000","2152"
"tt1727252","5.7000","3841"
"tt1727523","5.5000","1692"
"tt1729609","6.6000","68"
"tt1732569","6.0000","5"
"tt1733140","6.7000","93"
"tt1734586","5.3000","516"
"tt1735289","5.3000","7"
"tt1735945","5.5000","446"
"tt1736010","6.4000","37"
"tt1737074","6.6000","5"
"tt1737150","6.1000","73"
"tt1739196","4.1000","96"
"tt1739212","6.1000","1204"
"tt1740113","6.9000","14"
"tt1740697","6.7000","19"
"tt1745813","5.5000","47"
"tt1748016","5.3000","419"
"tt1748067","5.3000","6"
"tt1748159","6.6000","98"
"tt1753722","7.4000","4718"
"tt1754001","5.7000","23"
"tt1754146","7.4000","86"
"tt1754658","7.6000","9"
"tt1756529","7.1000","729"
"tt1756874","7.1000","11"
"tt1757667","8.0000","5"
"tt1757771","8.5000","6"
"tt1757800","6.9000","2307"
"tt1757901","4.6000","69"
"tt1758780","7.2000","20"
"tt1758794","8.2000","5"
"tt1760924","3.6000","30"
"tt1763241","7.3000","20"
"tt1763280","5.9000","524"
"tt1764730","4.5000","26"
"tt1765940","6.3000","6"
"tt1766164","8.5000","38"
"tt1766173","3.6000","5"
"tt1767315","7.6000","5"
"tt1769383","6.3000","411"
"tt1770676","6.2000","12"
"tt1772230","5.9000","5534"
"tt1772288","7.0000","27435"
"tt1772770","5.1000","31"
"tt1773677","4.0000","16"
"tt1774500","9.1000","7"
"tt1777620","5.2000","18"
"tt1779086","5.0000","31"
"tt1781865","6.9000","7"
"tt1783350","6.7000","363"
"tt1783422","7.1000","2738"
"tt1785385","3.7000","127"
"tt1785612","7.4000","2511"
"tt0312305","5.1000","287"
"tt0326965","5.5000","1889"
"tt0393049","5.5000","106"
"tt0406282","8.6000","18"
"tt0427543","7.6000","120"
"tt0460778","4.9000","555"
"tt0465637","7.8000","33"
"tt0494229","7.3000","22"
"tt1037705","6.9000","271307"
"tt10432610","8.5000","6"
"tt1072748","5.4000","24351"
"tt1073240","4.2000","361"
"tt1073519","3.6000","22"
"tt1103255","3.8000","412"
"tt1105355","6.8000","910"
"tt1106884","4.9000","121"
"tt1117593","3.8000","8"
"tt1120985","7.4000","170089"
"tt1144815","4.0000","543"
"tt1153546","3.0000","5601"
"tt1174042","6.3000","3437"
"tt1179056","5.2000","85497"
"tt1179933","7.2000","260383"
"tt1182942","2.9000","193"
"tt1186365","5.3000","102"
"tt1211956","6.7000","211587"
"tt1217613","5.8000","167052"
"tt1223980","5.6000","1188"
"tt1225834","5.4000","15"
"tt1229402","6.8000","16"
"tt1230196","4.5000","729"
"tt1235189","6.8000","33915"
"tt1247639","7.6000","59"
"tt1258998","3.2000","622"
"tt1267297","6.0000","137287"
"tt1270296","5.8000","2379"
"tt1270797","6.7000","275406"
"tt1276121","7.8000","16"
"tt1276949","8.9000","8"
"tt1298649","5.7000","115757"
"tt1298650","6.6000","447624"
"tt1301710","2.1000","38"
"tt1304615","5.7000","72"
"tt1308182","4.3000","401"
"tt1309575","6.7000","186"
"tt1312254","5.8000","2062"
"tt1316624","6.2000","525"
"tt1319707","5.1000","14"
"tt1319718","7.0000","13808"
"tt1320115","5.2000","253"
"tt1322385","7.6000","8705"
"tt1323004","6.9000","71"
"tt1323594","7.7000","464511"
"tt1327720","5.7000","61"
"tt1334515","5.1000","10"
"tt1337645","7.0000","6"
"tt1339161","6.8000","4130"
"tt1349646","1.9000","355"
"tt1351133","6.1000","153"
"tt1351685","6.3000","123127"
"tt1360843","5.0000","18"
"tt1363125","2.6000","263"
"tt1371081","7.7000","25"
"tt1379234","5.9000","61"
"tt1383251","6.8000","359"
"tt1385591","2.9000","484"
"tt1395054","7.4000","14681"
"tt1398423","7.9000","13"
"tt1401143","6.7000","23923"
"tt1401643","6.8000","2240"
"tt1403249","6.3000","61"
"tt1405365","6.6000","27588"
"tt1413492","6.6000","50155"
"tt1417038","5.9000","337"
"tt1417067","7.3000","2336"
"tt1421036","6.7000","935"
"tt1421048","6.2000","1632"
"tt1426389","4.0000","30"
"tt1427937","8.9000","14"
"tt1431122","4.2000","1880"
"tt1433271","7.6000","54"
"tt1433856","6.6000","26"
"tt1436035","5.3000","10"
"tt1436045","7.6000","58142"
"tt1437364","7.2000","187"
"tt1438216","7.1000","4740"
"tt1440755","5.4000","445"
"tt1444257","6.0000","44"
"tt1445650","6.3000","6"
"tt1449379","4.5000","1110"
"tt1450666","8.4000","10"
"tt1452599","3.7000","756"
"tt1453967","6.0000","167"
"tt1454542","3.7000","62"
"tt1461211","6.6000","181"
"tt1465482","6.4000","270"
"tt1466567","6.4000","85"
"tt1466570","6.7000","367"
"tt1468703","2.8000","1055"
"tt1469884","6.3000","30"
"tt1472195","4.7000","1658"
"tt1482980","8.0000","25"
"tt1497617","3.5000","369"
"tt1504385","6.6000","94"
"tt1505387","8.5000","21"
"tt1506958","8.2000","6"
"tt1509638","6.5000","330"
"tt1511329","6.1000","1164"
"tt1512720","6.8000","34"
"tt1513829","4.2000","16"
"tt1515059","7.5000","169"
"tt1516009","4.7000","235"
"tt1519396","6.1000","144"
"tt1521242","5.4000","255"
"tt1524542","6.1000","27"
"tt1528081","1.4000","9"
"tt1530929","6.3000","10"
"tt1531017","7.4000","23"
"tt1533818","6.7000","3216"
"tt1534786","5.7000","473"
"tt1540814","7.1000","1522"
"tt1542484","3.6000","257"
"tt1558152","6.5000","15"
"tt1560139","7.5000","16672"
"tt1560641","6.6000","7"
"tt1560974","5.8000","50"
"tt1562871","4.8000","35625"
"tt1562904","7.1000","51"
"tt1563738","7.0000","128094"
"tt1564051","6.6000","14"
"tt1565068","7.2000","1858"
"tt1567128","6.5000","249"
"tt1568341","6.3000","5111"
"tt1570583","6.0000","1728"
"tt1570594","5.4000","51"
"tt1570619","2.8000","3804"
"tt1570989","6.2000","13397"
"tt1572504","8.5000","10"
"tt1572775","7.0000","30"
"tt1583420","6.1000","58927"
"tt1583948","2.4000","129"
"tt1584141","8.2000","13"
"tt1587427","4.2000","250"
"tt1588866","5.3000","26"
"tt1589511","6.7000","77"
"tt1590956","5.7000","109"
"tt1591097","3.0000","10"
"tt1591479","6.5000","63787"
"tt1592522","8.2000","13"
"tt1592527","7.6000","1671"
"tt1592557","7.0000","25"
"tt1592744","7.7000","148"
"tt1592770","7.1000","45"
"tt1593636","6.3000","329"
"tt1594558","6.5000","24"
"tt1594972","3.6000","7951"
"tt1600049","8.1000","19"
"tt1600207","6.3000","1440"
"tt1601195","6.9000","72"
"tt1604159","4.6000","20"
"tt1605644","6.2000","41"
"tt1612140","7.6000","33"
"tt1612143","4.6000","591"
"tt1612774","5.8000","31316"
"tt1615908","7.1000","38"
"tt1617250","6.3000","326"
"tt1618445","6.1000","1773"
"tt1620466","6.6000","1845"
"tt1620971","5.7000","26"
"tt1621833","7.6000","5"
"tt1626184","8.5000","62"
"tt1627937","6.4000","12"
"tt1629424","2.7000","15"
"tt1629715","6.6000","2680"
"tt1631840","3.9000","20"
"tt1631868","8.3000","21"
"tt1632482","5.8000","37"
"tt1632728","6.1000","167"
"tt1634286","5.3000","996"
"tt1636454","7.8000","66"
"tt1636842","6.0000","107"
"tt1639312","6.6000","26"
"tt1639361","7.0000","36"
"tt1640711","5.7000","12069"
"tt1642266","5.5000","172"
"tt1645849","5.9000","35"
"tt1646114","6.9000","2013"
"tt1649286","6.3000","64"
"tt1650050","6.5000","11"
"tt1653690","5.0000","12169"
"tt1653859","8.0000","8"
"tt1656195","7.3000","25"
"tt1657283","5.4000","6421"
"tt1657293","4.8000","21"
"tt1659203","7.1000","18"
"tt1660302","6.8000","2516"
"tt1663313","6.7000","7"
"tt1663652","5.0000","5"
"tt1664755","3.3000","7"
"tt1666366","6.1000","11"
"tt1666581","7.3000","23"
"tt1669684","5.2000","6"
"tt1669811","7.8000","16"
"tt1670252","5.9000","235"
"tt1673374","5.4000","295"
"tt1673431","7.1000","48"
"tt1674131","7.5000","82"
"tt1674708","6.9000","121"
"tt1674734","3.5000","33"
"tt1675158","8.1000","22"
"tt1675197","6.6000","850"
"tt1677082","6.1000","862"
"tt1677555","6.6000","53"
"tt1677709","5.8000","46"
"tt1679248","5.7000","1178"
"tt1679335","6.5000","63295"
"tt1680303","7.1000","174"
"tt1680679","7.0000","2619"
"tt1683402","5.4000","232"
"tt1684928","5.9000","672"
"tt1686089","6.9000","51"
"tt1688703","7.1000","31"
"tt1690185","5.8000","10"
"tt1691452","3.8000","1130"
"tt1692196","6.1000","17"
"tt1692325","8.7000","17"
"tt1693041","5.7000","22"
"tt1693111","6.8000","6"
"tt1694019","6.8000","1929"
"tt1698586","7.2000","20"
"tt1703148","6.8000","34807"
"tt1703238","6.7000","36"
