field_1,latitude,longitude,adm1
"562",-6.8724861500,37.0826544700,Kigoma
"563",-3.2779678800,37.6055056400,Manyara
"564",-9.0881705000,34.9863568100,Tabora
"565",-5.9931922800,36.6968807900,Kigoma
"566",-4.0298878200,34.9073049300,Kilimanjaro
"567",-6.9139078100,39.1354089600,Kusini-Pemba
"568",-9.3147910400,33.9044905700,Singida
"569",-10.5342784900,36.0215106100,Tanga
"570",-10.9019142700,39.1120303700,Tanga
"571",-3.8743964700,33.2655871300,Kagera
"572",-3.1763723300,34.3039241300,Kusini Unguja
"573",-4.7475472000,29.6928267600,Tabora
"574",-6.7813139200,38.8553819100,Kusini-Pemba
"575",-10.8040918900,35.0799017400,Tanga
"576",-7.3197857400,38.9040216200,Kusini-Pemba
"577",-9.7290169800,34.7933933700,Iringa
"578",-7.2710839200,38.7909743000,Kusini-Pemba
"579",-4.5638397000,38.2567009100,Lindi
"580",-4.1000777300,32.8984860800,Kilimanjaro
"581",-4.6606058300,34.6682798100,Kilimanjaro
"582",-7.1017903500,39.0001086100,Kusini-Pemba
"583",-8.9154545700,33.0969639300,Kaskazini-Pemba
"584",-3.2345910600,33.1334037400,Kagera
"585",-3.5699274100,30.6227879100,Shinyanga
"586",-7.8366977500,31.5106924100,Kaskazini-Pemba
"587",-4.2792997100,38.0537331700,Lindi
"588",-6.0674922200,35.5279500900,Kigoma
"589",-3.4872293300,36.8128055800,Lindi
"590",-1.9291643800,32.8746964400,Dar-Es-Salaam
"591",-7.5901409400,36.9976560700,Kigoma
"592",-1.3829887900,34.6664366100,Ruvuma
"593",-4.4807613600,38.0783200500,Lindi
"594",-4.3494358400,34.3493838400,Kilimanjaro
"595",-6.3724373500,36.5564673500,Kigoma
"596",-4.7680459600,29.6479320500,Tabora
"597",-4.5922135800,34.6214198900,Kilimanjaro
"598",-9.1896834200,34.6756406900,Tabora
"599",-10.0479496400,39.6183874700,Tanga
"600",-3.5444065900,33.4519553200,Mbeya
"601",-5.8057478800,35.2494725100,Kaskazini-Unguja
"602",-6.1461415900,36.1945552000,Kigoma
"603",-3.1593736200,33.3282915900,Kagera
"604",-4.2196990300,32.8877868400,Kilimanjaro
"605",-7.7528892800,31.0604912700,Kaskazini-Pemba
"606",-9.6990475600,37.7113831700,Tanga
"607",-8.1861912200,31.5167054200,Kaskazini-Pemba
"608",-5.2572785200,38.5451663900,Arusha
"609",-8.9395055600,33.1936223700,Kaskazini-Pemba
"610",-8.8230246100,33.8495207000,Shinyanga
"611",-3.5504932200,36.9157855200,Lindi
"612",-3.8783384700,33.5220669700,Kagera
"613",-4.2163730500,33.2468336300,Kilimanjaro
"614",-2.3438864900,32.4810245800,Dar-Es-Salaam
"615",-5.0168914800,35.0149486800,Kilimanjaro
"616",-1.4907521700,33.9864990100,Ruvuma
"617",-9.5162606700,35.0028476500,Tabora
"618",-4.6675996000,38.2620435300,Lindi
"619",-2.4542807400,32.2014468700,Dar-Es-Salaam
"620",-4.7931940200,38.2291727600,Arusha
"621",-9.8456830700,34.4934135900,Iringa
"622",-6.1201015700,38.4059458000,Kusini-Pemba
"623",-3.0953660100,34.0877781100,Manyara
"624",-7.1076336400,39.3891379700,Kusini-Pemba
"625",-6.7029552400,37.6176573300,Kusini Unguja
"626",-10.1174526900,38.5984198200,Tanga
"627",-1.2828401600,31.8300487900,Dodoma
"628",-5.1753243100,38.7854576000,Arusha
"629",-5.1153872700,38.7842324400,Arusha
"630",-3.8530622800,32.2613442500,Kagera
"631",-4.5155643400,35.7928444400,Kilimanjaro
"632",-10.0824951100,37.7948278200,Tanga
"633",-10.3250649400,38.7515951200,Tanga
"634",-7.8484724400,31.1765792600,Kaskazini-Pemba
"635",-3.2884002100,37.5506182900,Manyara
"636",-6.9019084200,39.4416382600,Kusini-Pemba
"637",-7.4174990900,39.2558699600,Kusini-Pemba
"638",-10.7926224400,37.1240366000,Tanga
"639",-3.2951049800,37.3845057000,Manyara
"640",-4.5723233200,30.2939280300,Arusha
"641",-9.1443576200,34.0281693800,Kaskazini-Unguja
"642",-3.2944569700,37.3375093400,Lindi
"643",-9.2551896400,38.9931573100,Kusini-Pemba
"644",-6.5162038100,38.8849149500,Kusini-Pemba
"645",-4.1349767600,37.9508551600,Lindi
"646",-6.4430530400,38.9087785500,Kusini-Pemba
"647",-9.4432501700,33.9473257700,Tabora
"648",-6.3834780400,35.8937817900,Kigoma
"649",-7.4206565000,39.0253859400,Kusini-Pemba
"650",-7.8536499300,36.8938688000,Kigoma
"651",-4.1267776600,37.8883834100,Lindi
"652",-7.0315421900,36.4980776800,Kigoma
"653",-4.4550777300,29.9136568800,Arusha
"654",-4.3241225000,30.0721801000,Arusha
"655",-9.9028620100,39.1193139800,Tanga
"656",-4.2596862200,32.7705616700,Kilimanjaro
"657",-3.7599733300,37.5882223400,Lindi
"658",-10.7499913800,35.1361168800,Tanga
"659",-0.0000000200,0.0000000000,
"660",-9.8992055600,37.9228468000,Tanga
"661",-7.7051768200,36.9493374100,Kigoma
"662",-10.1605846400,39.9598163600,Tanga
"663",-10.8140368000,35.2186569700,Tanga
"664",-3.3210695700,36.9658215400,Lindi
"665",-7.5550119800,37.0440797600,Kigoma
"666",-3.9175200200,33.0516830200,Kagera
"667",-2.8335035100,33.5274196200,Kagera
"668",-4.2637361500,33.6186011200,Kilimanjaro
"669",-5.0075856300,38.4299155100,Arusha
"670",-8.3195591200,36.1245833300,Kigoma
"671",-8.8798885300,32.3100360500,Kaskazini-Pemba
"672",-3.4777570000,37.6001712100,Manyara
"673",-9.6870395200,34.4801073700,Iringa
"674",-5.3072126600,38.6379396000,Arusha
"675",-10.6958839800,36.0443119600,Tanga
"676",-9.2921700000,34.6775655300,Tabora
"677",-3.3474078200,36.9641470200,Lindi
"678",-0.0000000200,0.0000000000,
"679",-8.2590278700,35.4244799900,Kaskazini-Unguja
"680",-1.3336985400,31.7540443600,Dodoma
"681",-10.7023651400,38.5366223200,Tanga
"682",-6.4622822600,38.3283194800,Kusini-Pemba
"683",-3.8659061800,33.1928848300,Kagera
"684",-4.4842508000,30.1580280400,Arusha
"685",-7.0566165300,38.7448147200,Kusini-Pemba
"686",-1.3688610900,30.7932219000,Ruvuma
"687",-3.4421447800,33.8152486700,Manyara
"688",-11.1234311400,34.6736802400,Tanga
"689",-4.7021515200,35.0924459800,Kilimanjaro
"690",-3.8254675200,32.7312880600,Kagera
"691",-4.6046538100,35.8033711000,Kilimanjaro
"692",-4.5649863900,35.8013255300,Kilimanjaro
"693",-3.4416612400,31.8949340500,Kaskazini-Pemba
"694",-8.8549629300,34.0161326600,Shinyanga
"695",-1.6776604100,34.2915780500,Kaskazini-Pemba
"696",-5.6794367700,38.8859315600,Kusini-Pemba
"697",-0.0000000200,0.0000000000,
"698",-8.9526263300,35.8401513800,Kigoma
"699",-9.3414387700,34.1788705400,Kaskazini-Unguja
"700",-3.7470227300,33.2504539300,Kagera
"701",-1.8342194400,34.3171747900,Kaskazini-Pemba
"702",-6.8900414700,39.1165542400,Kusini-Pemba
"703",-3.4193986200,36.7591601800,Lindi
"704",-8.8464550100,34.1115539000,Kaskazini-Unguja
"705",-2.9958472000,34.2564402300,Kaskazini-Pemba
"706",-10.9138826000,36.0848385600,Tanga
"707",-1.3857810400,31.5043457100,Dodoma
"708",-3.1569642100,34.3215417700,Kusini Unguja
"709",-8.9213978000,36.7256787000,Tanga
"710",-7.0410464200,38.9735637600,Kusini-Pemba
"711",-5.1161922600,38.7128196700,Arusha
"712",-10.9552484200,37.2324508700,Tanga
"713",-1.7650119800,33.9630775700,Dodoma
"714",-2.5307513300,31.6951465100,Shinyanga
"715",-3.6132170700,37.6752402500,Lindi
"716",-3.2814868700,37.3640625700,Manyara
"717",-3.6024107000,33.5364242600,Mbeya
"718",-10.0297019100,38.8529631400,Tanga
"719",-3.3327562900,37.4898942800,Manyara
"720",-0.0000000200,0.0000000000,
"721",-6.1387622200,37.6151650800,Kusini Unguja
"722",-10.5905270200,36.8173627100,Tanga
"723",-3.6389830100,32.4529372600,Kagera
"724",-3.4544576600,33.5181302200,Mbeya
"725",-9.2278731500,33.1123699200,Kaskazini-Pemba
"726",-3.2718625600,37.2232146300,Lindi
"727",-3.3200531200,37.3402868700,Lindi
"728",-2.2397105800,34.9090624000,Kaskazini-Pemba
"729",-9.0187366000,34.6273298800,Tabora
"730",-10.5466668200,38.6887369200,Tanga
"731",-8.3738363300,36.0939243400,Kigoma
"732",-3.1822231100,34.1881321300,Kusini Unguja
"733",-0.0000000200,0.0000000000,
"734",-4.3023399300,34.6989360600,Kilimanjaro
"735",-10.4957845900,40.3451930700,Tanga
"736",-3.7339558200,32.6482678000,Kagera
"737",-4.1213862200,32.7063556100,Kilimanjaro
"738",-9.9457683700,39.3244042200,Tanga
"739",-6.6960153600,35.5805571500,Kigoma
"740",-1.5602883200,31.1730255700,Ruvuma
"741",-9.4257021000,33.0733315700,Tabora
"742",-4.5140417100,37.9175808900,Lindi
"743",-9.6096155900,34.4672049200,Tabora
"744",-4.8737725900,32.8356512000,Kaskazini-Pemba
"745",-8.3902346900,31.8177456900,Kaskazini-Pemba
"746",-10.3085438000,40.1484913200,Tanga
"747",-9.0844898500,34.7912448100,Tabora
"748",-4.7242895000,38.3560675300,Lindi
"749",-3.2469535100,37.2874284500,Lindi
"750",-6.5896656100,38.8470950900,Kusini-Pemba
"751",-1.3405248400,30.9289160100,Ruvuma
"752",-4.4006049000,35.4919989700,Kusini Unguja
"753",-0.0000000200,0.0000000000,
"754",-10.4098838700,39.9756212500,Tanga
"755",-0.0000000200,0.0000000000,
"756",-11.0252003700,39.1554243100,Tanga
"757",-3.9826695400,35.3385257600,Kusini Unguja
"758",-10.7952992000,38.6190594900,Tanga
"759",-3.2811778700,34.0335656300,Manyara
"760",-2.6825060000,32.9895744100,Iringa
"761",-3.3472274300,36.6487085900,Lindi
"762",-8.0971989900,36.5160883800,Kigoma
"763",-8.3520939600,31.8372993600,Kaskazini-Pemba
"764",-2.9565132400,34.1445792500,Kaskazini-Pemba
"765",-7.5993412200,36.9968252100,Kigoma
"766",-5.8783109800,35.1137640300,Kaskazini-Unguja
"767",-8.7806904900,35.8097096500,Kigoma
"768",-4.4836218000,38.2364181700,Lindi
"769",-3.5280264300,36.0554789000,Lindi
"770",-4.6473809900,35.0409955100,Kilimanjaro
"771",-1.5485155500,31.5124743400,Dodoma
"772",-8.1542979200,36.6818133600,Kigoma
"773",-10.6398211700,36.0627971700,Tanga
"774",-11.0190739000,39.2707882100,Tanga
"775",-8.7387419000,34.3696340100,Shinyanga
"776",-2.7575556200,33.1513301100,Kagera
"777",-4.8422331700,34.9708493600,Kilimanjaro
"778",-6.1353984800,35.9379117500,Kigoma
"779",-9.7257709000,39.5816920600,Tanga
"780",-5.4173879700,35.6163740100,Kilimanjaro
"781",-3.1860387000,34.3030817800,Kusini Unguja
"782",-6.7190188900,36.1810738300,Kigoma
"783",-3.2372662100,37.3123119500,Lindi
"784",-7.8328519700,38.9534026200,Kusini-Pemba
"785",-3.9579293600,33.1485302100,Kagera
"786",-1.7054094600,34.4598870800,Kaskazini-Pemba
"787",-8.8559279000,33.6381458500,Shinyanga
"788",-1.9881941200,34.1282627900,Kaskazini-Pemba
"789",-5.5641957800,38.9168388300,Kusini-Pemba
"790",-3.3181670600,36.8799146300,Lindi
"791",-3.6171949700,32.2709527700,Kaskazini-Pemba
"792",-9.0806968900,34.5928577900,Tabora
"793",-7.5381762200,36.1081950000,Kaskazini-Unguja
"794",-3.6503520300,37.6176739400,Lindi
"795",-2.9726865000,34.1756896100,Kaskazini-Pemba
"796",-6.3406683400,35.9037826800,Kigoma
"797",-7.0001813200,39.0807633000,Kusini-Pemba
"798",-0.0000000200,0.0000000000,
"799",-2.8228908000,30.5463205200,Shinyanga
"800",-6.9777400900,38.7196589700,Kusini-Pemba
"801",-5.4051536500,37.0432101000,Kilimanjaro
"802",-2.4138432400,32.0937947700,Dar-Es-Salaam
"803",-10.8613111800,37.4532142100,Tanga
"804",-8.9521649600,36.2059819500,Tanga
"805",-6.1024941500,37.0054548100,Kigoma
"806",-3.3696029700,36.8471392400,Lindi
"807",-4.6728953200,30.2945205400,Arusha
"808",-9.0966415500,34.9928836700,Tabora
"809",-1.1625282400,34.0403214700,Ruvuma
"810",-10.5610890200,39.2899967200,Tanga
"811",-10.2722211300,38.6663093900,Tanga
"812",-7.5219030700,35.4740309300,Kaskazini-Unguja
"813",-2.9844880100,33.1790604000,Iringa
"814",-8.4094737700,36.6264443500,Tanga
"815",-6.8620663800,38.1995510200,Kusini Unguja
"816",-6.6649719400,36.1225811700,Kigoma
"817",-9.2587689300,35.1443636400,Tabora
"818",-5.5227557500,38.5340300000,Arusha
"819",-7.2099256000,37.8627727100,Kusini Unguja
"820",-4.8240186700,38.8117463800,Arusha
"821",-10.4286124000,37.9061600800,Tanga
"822",-6.0972134900,36.8337396100,Kigoma
"823",-3.0772376300,37.5961472000,Lindi
"824",-1.2776182200,30.6872061900,Ruvuma
"825",-7.4012138100,35.8425632400,Kaskazini-Unguja
"826",-9.5471899400,35.1078293300,Tabora
"827",-2.5138340300,33.2467487100,Dar-Es-Salaam
"828",-6.4996201600,36.2010324100,Kigoma
"829",-5.1286212200,34.7693210100,Kilimanjaro
"830",-9.3164817900,34.5410369000,Tabora
"831",-11.0442312800,35.0539021100,Tanga
"832",-8.6474010400,34.2940485900,Shinyanga
"833",-7.4291217000,31.3828224100,Shinyanga
"834",-3.3778400000,36.8500482700,Lindi
"835",-3.3242969800,37.4226342800,Manyara
"836",-5.4082078300,38.8691581600,Kusini-Pemba
"837",-4.6340748000,38.2873994800,Lindi
"838",-3.5043267300,33.3819831400,Mbeya
"839",-0.0000000200,0.0000000000,
"840",-6.8604829700,39.3551732500,Kusini-Pemba
"841",-6.4278775200,30.9858520200,Shinyanga
"842",-2.9955512100,31.4136244400,Shinyanga
"843",-6.1296251300,38.3064049100,Kusini-Pemba
"844",-3.5159568400,37.0227058000,Kusini-Pemba
"845",-3.3697512200,32.2618340200,Kaskazini-Pemba
"846",-8.6885489200,35.0105650300,Kaskazini-Unguja
"847",-4.5423125400,35.7777087000,Kilimanjaro
"848",-9.3293478700,33.6538430900,Singida
"849",-6.5913679700,39.1106776400,Kusini-Pemba
"850",-7.5101879800,31.0420247600,Kaskazini-Pemba
"851",-9.0266808200,36.8665338700,Tanga
"852",-5.3022660500,38.9018453600,Kusini-Pemba
"853",-10.8727528100,39.1251620900,Tanga
"854",-5.2505443800,32.9346745500,Kaskazini-Pemba
"855",-2.4017292300,32.3255946700,Dar-Es-Salaam
"856",-7.9749421800,36.8565998600,Kigoma
"857",-6.9164986600,39.2199616800,Kusini-Pemba
"858",-7.7176265400,35.8462845200,Kaskazini-Unguja
"859",-1.5220265400,31.5685294100,Dodoma
"860",-5.4208229400,38.9744155400,Kusini-Pemba
"861",-1.7840446300,31.5492300400,Kaskazini-Pemba
"862",-10.7034945000,39.5703721400,Tanga
"863",-5.5954184400,30.4206319200,Shinyanga
"864",-3.0648868500,33.0210039000,Iringa
"865",-11.2438794800,38.3589853600,Tanga
"866",-6.2589736700,36.8610557600,Kigoma
"867",-4.6277807700,35.2865069700,Kusini Unguja
"868",-4.4143664000,37.9541751900,Lindi
"869",-6.9761899300,39.2883088200,Kusini-Pemba
"870",-4.8503711000,38.3200795800,Arusha
"871",-3.2130776400,37.2096324100,Lindi
"872",-1.7245766100,31.6483314200,Kaskazini-Pemba
"873",-5.5067269800,38.9353034300,Kusini-Pemba
"874",-8.4375599500,35.0327893600,Kaskazini-Unguja
"875",-8.5250375000,35.2365938800,Kaskazini-Unguja
"876",-7.6529405700,37.0323387700,Kigoma
"877",-1.8171668600,31.6066149900,Kaskazini-Pemba
"878",-4.4823745300,30.1582276700,Arusha
"879",-2.5051885600,30.5604244200,Shinyanga
"880",-6.5888273500,38.8417095200,Kusini-Pemba
"881",-3.2022896900,37.2274930500,Lindi
"882",-3.1944079600,36.9958210200,Lindi
"883",-8.9118850100,36.7174123400,Tanga
"884",-6.7835824400,38.8489357800,Kusini-Pemba
"885",-3.4333463900,32.3882981000,Kagera
"886",-6.6987186500,37.1351658800,Kigoma
"887",-3.6946921700,34.4341202800,Kusini Unguja
"888",-9.5869679800,34.5970178800,Tabora
"889",-10.8507179200,38.9455606700,Tanga
"890",-5.0337348200,34.7742440000,Kilimanjaro
"891",-4.7454415000,38.3254695000,Lindi
"892",-4.0902797600,32.8959332100,Kilimanjaro
"893",-3.9359620400,34.3130908000,Mbeya
"894",-10.4047165800,38.9585314800,Tanga
"895",-6.5761295300,36.5263903500,Kigoma
"896",-7.8372428700,36.8913895700,Kigoma
"897",-6.7628315500,38.8666832400,Kusini-Pemba
"898",-3.2047533900,37.1731246900,Lindi
"899",-3.4327680400,36.7177221100,Lindi
"900",-10.6256670100,36.8724156500,Tanga
"901",-8.2266320300,31.8600012200,Kaskazini-Pemba
"902",-3.2863072300,32.3726910400,Kagera
"903",-10.9381119900,35.0122787500,Tanga
"904",-4.3883568000,37.8848165400,Lindi
"905",-4.4176476900,35.5114596100,Kusini Unguja
"906",-6.7198396000,32.0543542900,Shinyanga
"907",-6.1693718000,37.6695271400,Kusini Unguja
"908",-1.4790132500,31.3797180100,Dodoma
"909",-6.8333223500,33.3620425600,Kaskazini-Pemba
"910",-9.2494629000,35.1218694000,Tabora
"911",-0.0000000200,0.0000000000,
"912",-7.7213266500,37.0123971200,Kigoma
"913",-3.3715510400,36.7845167500,Lindi
"914",-10.5544168500,38.7998773100,Tanga
"915",-1.6073009800,31.4127859600,Dodoma
"916",-6.2477567800,37.1634599100,Kigoma
"917",-4.5886259600,30.1103565500,Arusha
"918",-4.2632177700,32.7972897700,Kilimanjaro
"919",-1.7794468900,34.6153024900,Kaskazini-Pemba
"920",-10.7968769000,36.9597833300,Tanga
"921",-9.2649061500,33.8082036500,Singida
"922",-4.5295593300,34.8852890200,Kilimanjaro
"923",-2.7305881800,32.9356073300,Iringa
"924",-6.5551849600,38.8922217600,Kusini-Pemba
"925",-8.4251470900,35.0370368100,Kaskazini-Unguja
"926",-3.3838531900,32.9266405800,Dar-Es-Salaam
"927",-10.1173786100,34.6660818200,Iringa
"928",-8.7136497200,33.6574075400,Shinyanga
"929",-1.7975589100,31.5456521800,Kaskazini-Pemba
"930",-6.6119920600,38.7931324300,Kusini-Pemba
"931",-5.2902794500,38.6112026300,Arusha
"932",-4.5503444000,38.2343770000,Lindi
"933",-9.1712154600,32.8648592700,Kaskazini-Pemba
"934",-9.6109395800,34.4770293400,Tabora
"935",-2.0264166700,32.9770664100,Kagera
"936",-9.1028738300,34.6801171300,Tabora
"937",-11.3309835900,36.1614940400,Tanga
"938",-3.3398469800,35.6765772100,Kusini Unguja
"939",-0.0000000200,0.0000000000,
"940",-2.0097959300,33.8695348400,Kaskazini-Pemba
"941",-2.5235996000,33.5516737400,Dodoma
"942",-3.2669978300,37.5712625100,Manyara
"943",-4.2284993400,35.4273270400,Lake Victoria
"944",-5.2716705100,38.8372581400,Arusha
"945",-3.3745527500,37.1280410200,Lindi
"946",-3.8052525600,32.4223357300,Kagera
"947",-9.3277998400,34.5545041400,Tabora
"948",-8.5266336900,39.5131494600,Pwani
"949",-7.1902419300,39.2757289800,Kusini-Pemba
"950",-6.3048170200,37.4421870100,Kusini Unguja
"951",-4.5214177000,35.3633941600,Kusini Unguja
"952",-5.3491928500,38.9755963800,Kusini-Pemba
"953",-9.0769672800,33.5661238600,Singida
"954",-3.0991329500,31.0403933800,Shinyanga
"955",-3.8031780800,33.0712489300,Kagera
"956",-3.2219626900,33.5987580600,Manyara
"957",-4.8717627700,38.2274361600,Arusha
"958",-9.2726574200,35.1490250000,Tabora
"959",-10.5866975700,35.7690519300,Tanga
"960",-0.0000000200,0.0000000000,
"961",-2.9669091100,33.3464840800,Kagera
"962",-8.2547704800,31.3660232000,Kaskazini-Pemba
"963",-5.0547474200,38.7089476200,Arusha
"964",-9.1026386400,32.7695665700,Kaskazini-Pemba
"965",-0.0000000200,0.0000000000,
"966",-6.0305000700,36.3226232900,Kigoma
"967",-10.2143182500,40.0778686500,Tanga
"968",-11.1433432900,37.4554879900,Tanga
"969",-6.7826785500,38.8585865800,Kusini-Pemba
"970",-9.0932117600,32.7441717100,Kaskazini-Pemba
"971",-0.0000000200,0.0000000000,
"972",-3.1352095400,36.4824429500,Lindi
"973",-1.4610387000,31.1813166800,Ruvuma
"974",-3.5482146200,31.9738314500,Kaskazini-Pemba
"975",-7.9106558700,35.8160560300,Kaskazini-Unguja
"976",-6.3485214500,37.2829366900,Kigoma
"977",-4.5143558600,30.2558770700,Arusha
"978",-3.2940307300,37.4510725600,Manyara
"979",-4.6188013300,38.0739550600,Arusha
"980",-9.5914145200,33.8539137300,Tabora
"981",-7.7723313400,37.0358663800,Kigoma
"982",-1.8313025000,34.7502915300,Kaskazini-Pemba
"983",-3.3169570700,36.6293443500,Lindi
"984",-1.7525198300,31.1567668600,Ruvuma
"985",-3.3059502400,33.5910538900,Manyara
"986",-10.5459247000,35.7790237900,Tanga
"987",-1.7290215200,33.9952382700,Dodoma
"988",-10.1105300000,34.6873709300,Iringa
"989",-5.9501675000,36.6899484900,Kigoma
"990",-4.7991500200,29.6487060800,Tabora
"991",-3.3414669100,36.9679707600,Lindi
"992",-0.0000000200,0.0000000000,
"993",-3.3399803300,36.6862206100,Lindi
"994",-4.6253595400,35.7728937000,Kilimanjaro
"995",-9.4023809200,33.9280262100,Tabora
"996",-4.2488598800,30.0745375600,Arusha
"997",-8.9640347200,33.3362251700,Shinyanga
"998",-7.8634494500,36.8973900400,Kigoma
"999",-6.7244294300,38.9052540300,Kusini-Pemba
"1000",-4.3671344100,30.1054008600,Arusha
"1001",-4.0496847700,33.2100975900,Kilimanjaro
"1002",-10.8290853300,35.5285522000,Tanga
"1003",-3.9006361300,32.3748869400,Kagera
"1004",-1.7028143100,34.5261247600,Kaskazini-Pemba
"1005",-9.4508500400,33.9514744400,Tabora
"1006",-10.7175730800,37.1690133400,Tanga
"1007",-9.7794011100,34.6086854200,Iringa
"1008",-3.9785093600,32.5233105600,Kagera
"1009",-5.1052725000,34.9610418200,Kilimanjaro
"1010",-9.2885317400,33.9064851200,Singida
"1011",-7.7257838300,38.9385375800,Kusini-Pemba
"1012",-8.4571898900,33.0104486500,Kaskazini-Pemba
"1013",-6.5005626100,35.3739414800,Kigoma
"1014",-6.1000932900,36.8989451600,Kigoma
"1015",-8.9665136800,34.9097385100,Tabora
"1016",-8.0928754200,36.6973085400,Kigoma
"1017",-10.6991612300,38.5063478500,Tanga
"1018",-4.4646094000,38.3250499300,Lindi
"1019",-3.2815362500,32.3701002400,Kagera
"1020",-4.5841590600,34.9485456300,Kilimanjaro
"1021",-3.5004284900,31.9413270400,Kaskazini-Pemba
"1022",-4.2706218700,35.4761558500,Lake Victoria
"1023",-3.2499942100,37.5809503000,Lindi
"1024",-8.4261928100,33.4453933400,Kaskazini-Pemba
"1025",-2.4380498000,32.1416934400,Dar-Es-Salaam
"1026",-7.4773338200,39.0253110700,Kusini-Pemba
"1027",-5.1135212700,38.7036230300,Arusha
"1028",-3.2444742300,32.5114348300,Kagera
"1029",-4.5371704900,35.8084385300,Kilimanjaro
"1030",-3.7830453200,37.6810170200,Lindi
"1031",-8.2942565200,31.5500580400,Kaskazini-Pemba
"1032",-1.2518265400,31.4261859600,Dodoma
"1033",-4.8828366900,29.6806662800,Tabora
"1034",-3.2972568200,37.4863718300,Manyara
"1035",-3.2999150100,37.5279912100,Manyara
"1036",-3.1468728600,34.3375870300,Kusini Unguja
"1037",-10.0361867100,39.4433278100,Tanga
"1038",-2.4642203200,31.7789522300,Shinyanga
"1039",-7.9065841700,39.6668343600,Pwani
"1040",-6.6852803000,39.1360361600,Kusini-Pemba
"1041",-9.3459488700,34.1854437700,Kaskazini-Unguja
"1042",-10.6287890200,35.4817863200,Tanga
