title,studio,domestic_gross,foreign_gross,year,genre pull,pull from tmdb
G.I. Joe: Retaliation,Par.,122500000,253200000,2013,"Action,Adventure,Sci-Fi","[12, 28, 878, 53]"
The Hangover Part III,WB,112200000,249800000,2013,,[35]
The Great Gatsby (2013),WB,144800000,208800000,2013,,
Now You See Me,LG/S,117700000,234000000,2013,"Crime,Mystery,Thriller","[53, 80]"
The Smurfs 2,Sony,71000000,276500000,2013,"Adventure,Animation,Comedy","[14, 10751, 35, 16]"
The Conjuring,WB (NL),137400000,182100000,2013,"Horror,Mystery,Thriller","[27, 53]"
A Good Day to Die Hard,Fox,67300000,237300000,2013,"Action,Thriller","[28, 53]"
Oblivion,Uni.,89100000,197100000,2013,"Action,Adventure,Sci-Fi","[28, 878, 12, 9648]"
Elysium,TriS,93100000,193100000,2013,"Action,Drama,Sci-Fi","[878, 28, 18, 53]"
Turbo,Fox,83000000,199500000,2013,"Adventure,Animation,Comedy","[16, 10751]"
Cloudy with a Chance of Meatballs 2,Sony,119800000,154500000,2013,"Adventure,Animation,Comedy","[16, 10751, 35]"
We're the Millers,WB (NL),150400000,119600000,2013,"Comedy,Crime","[35, 80]"
Epic,Fox,107500000,160900000,2013,"Adventure,Animation,Family","[16, 12, 10751, 14]"
The Lone Ranger,BV,89300000,171200000,2013,"Action,Adventure,Western","[28, 12, 37]"
American Hustle,Sony,150100000,101100000,2013,"Crime,Drama","[18, 80]"
Grown Ups 2,Sony,133699999,113300000,2013,Comedy,[35]
After Earth,Sony,60500000,183300000,2013,"Action,Adventure,Drama","[878, 28, 12]"
Planes,BV,90300000,149000000,2013,,"[16, 10751, 12, 35]"
The Heat,Fox,159600000,70300000,2013,"Action,Comedy,Crime","[28, 35, 80]"
Hansel and Gretel: Witch Hunters,Par.,55700000,170600000,2013,,
Captain Phillips,Sony,107100000,111700000,2013,"Biography,Drama,Thriller","[28, 18, 53]"
White House Down,Sony,73100000,132300000,2013,"Action,Drama,Thriller","[28, 18, 53]"
Percy Jackson: Sea of Monsters,Fox,68600000,131300000,2013,"Adventure,Family,Fantasy","[12, 10751, 14]"
Lost in Thailand,WAMCR,57400,197700000,2013,,"[35, 12, 18]"
Jack the Giant Slayer,WB (NL),65200000,132500000,2013,"Adventure,Fantasy","[28, 12, 10751, 14]"
The Secret Life of Walter Mitty,Fox,58200000,129900000,2013,"Adventure,Comedy,Drama","[12, 35, 18, 14]"
12 Years a Slave,FoxS,56700000,131100000,2013,"Biography,Drama,History","[18, 36]"
Lee Daniels' The Butler,Wein.,116600000,60000000,2013,"Biography,Drama",
Identity Thief,Uni.,134500000,39500000,2013,"Adventure,Comedy,Crime","[35, 80]"
Anchorman 2: The Legend Continues,Par.,125200000,46300000,2013,Comedy,[35]
Olympus Has Fallen,FD,98900000,71300000,2013,"Action,Thriller","[28, 53]"
Insidious Chapter 2,FD,83600000,78300000,2013,,
Lone Survivor,Uni.,125100000,29700000,2013,"Action,Biography,Drama","[28, 18, 10752]"
Jackass Presents: Bad Grandpa,Par.,102000000,49800000,2013,,[35]
47 Ronin,Uni.,38400000,113400000,2013,"Action,Adventure,Drama","[18, 28, 12, 14]"
Red 2,LG/S,53300000,94800000,2013,"Action,Comedy,Crime","[28, 35, 80, 53]"
Mama,Uni.,71600000,74800000,2013,Drama,[27]
Escape Plan,LG/S,25100000,112200000,2013,"Action,Crime,Mystery","[28, 53]"
Last Vegas,CBS,63900000,70500000,2013,"Comedy,Drama",[35]
2 Guns,Uni.,75600000,56300000,2013,"Action,Comedy,Crime","[28, 35, 80]"
Walking with Dinosaurs,Fox,36100000,90500000,2013,,"[16, 10751, 12]"
This is the End,Sony,101500000,24600000,2013,,"[28, 35]"
Ender's Game,LG/S,61700000,63800000,2013,"Action,Adventure,Fantasy","[878, 28, 12]"
Prisoners,WB,61000000,61100000,2013,"Crime,Drama,Mystery","[18, 53, 80]"
Saving Mr. Banks,BV,83300000,34600000,2013,"Biography,Comedy,Drama","[35, 18, 36]"
Warm Bodies,LG/S,66400000,50600000,2013,"Comedy,Horror,Romance","[27, 35, 10749]"
Jurassic Park 3D,Uni.,45400000,71100000,2013,,
Personal Tailor,CL,376000,115800000,2013,,"[35, 18]"
Free Birds,Rela.,55800000,54600000,2013,"Adventure,Animation,Comedy","[16, 35, 10751]"
Gangster Squad,WB,46000000,59200000,2013,"Action,Crime,Drama","[80, 18, 28, 53]"
Philomena,Wein.,37700000,62400000,2013,"Biography,Comedy,Drama",[18]
Instructions Not Included,LGF,44500000,54600000,2013,,"[35, 18]"
Riddick,Uni.,42000000,56300000,2013,"Action,Adventure,Sci-Fi","[878, 28, 53]"
Safe Haven,Rela.,71300000,26200000,2013,"Drama,Romance,Thriller",[10749]
Evil Dead (2013),TriS,54200000,43300000,2013,,
Blue Jasmine,SPC,33400000,64099999,2013,Drama,"[35, 18]"
The Mortal Instruments: City of Bones,SGem,31200000,64200000,2013,"Action,Fantasy,Horror","[28, 12, 18, 9648, 10749, 14]"
The Internship,Fox,44700000,48800000,2013,Comedy,[35]
Rush (2013),Uni.,26900000,63300000,2013,,
The Purge,Uni.,64500000,24900000,2013,"Horror,Thriller","[878, 27, 53]"
Dhoom 3,Yash,8000000,80000000,2013,"Action,Thriller","[28, 53]"
About Time,Uni.,15300000,71800000,2013,"Comedy,Drama,Fantasy","[35, 18, 878]"
Pain and Gain,Par.,49900000,36300000,2013,,
Carrie (2013),SGem,35300000,49500000,2013,,
The Family (2013),Rela.,36900000,41500000,2013,,
Scary Movie 5,W/Dim.,32000000,46400000,2013,,[35]
R.I.P.D.,Uni.,33600000,44700000,2013,"Action,Adventure,Comedy","[14, 28, 35, 80]"
Tiny Times,CL,23500,77700000,2013,,"[18, 10749, 35]"
The Book Thief,Fox,21500000,55100000,2013,"Drama,War",[18]
Escape From Planet Earth,Wein.,57000000,17600000,2013,,"[16, 35, 12, 10751, 878]"
August: Osage County,Wein.,37700000,36500000,2013,"Comedy,Drama","[35, 18]"
The Best Man Holiday,Uni.,70500000,2300000,2013,"Comedy,Drama",[35]
Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800,72200000,2013,,"[28, 80, 14, 12]"
The Counselor,Fox,17000000,54000000,2013,"Crime,Drama,Thriller","[53, 80, 18]"
The Call,TriS,51900000,16700000,2013,"Crime,Drama,Horror","[80, 53]"
One Direction: This is Us,TriS,28900000,39700000,2013,,"[99, 10402]"
The Grandmaster,Wein.,6600000,57500000,2013,,"[28, 18, 36]"
Side Effects (2013),ORF,32200000,31200000,2013,,
The Host (2013),ORF,26600000,36700000,2013,,
Runner Runner,Fox,19300000,43400000,2013,"Crime,Thriller","[80, 53, 18]"
From Up on Poppy Hill,GK,1000000,60000000,2013,,"[16, 18]"
Kick-Ass 2,Uni.,28800000,32000000,2013,"Action,Comedy,Crime","[28, 12, 80]"
A Haunted House,ORF,40000000,20100000,2013,"Comedy,Fantasy","[35, 27]"
Beautiful Creatures (2013),WB,19500000,40600000,2013,,
Quartet,Wein.,18400000,41100000,2013,"Comedy,Drama","[18, 35, 10749]"
Dallas Buyers Club,Focus,27300000,27900000,2013,"Biography,Drama","[18, 36]"
The Face Reader,PM&E,516000,54100000,2013,,"[18, 36]"
Tyler Perry's A Madea Christmas,LGF,52500000,853000,2013,,
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000,1200000,2013,,
Delivery Man,BV,30700000,19300000,2013,"Comedy,Drama",[35]
The Berlin File,CJ,665000,48300000,2013,,"[28, 53]"
The Last Stand,LGF,12100000,36300000,2013,"Action,Thriller","[28, 80, 53]"
21 and Over,Rela.,25700000,22400000,2013,,
Her (2013),WB,25600000,21800000,2013,,
Tiny Times 2,CL,43800,47200000,2013,,
Texas Chainsaw 3D,LGF,34300000,12900000,2013,"Horror,Thriller","[27, 53]"
The Big Wedding,LGF,21800000,24700000,2013,"Comedy,Drama,Romance",[35]
Parker,FD,17600000,28600000,2013,"Action,Crime,Thriller","[28, 80]"
The World's End,Focus,26000000,20100000,2013,"Action,Comedy,Sci-Fi","[35, 28, 878]"
Grudge Match,WB,29800000,15100000,2013,"Comedy,Drama,Sport",[35]
Homefront,ORF,20200000,22900000,2013,"Action,Thriller","[28, 53]"
Snitch,LG/S,42900000,,2013,"Action,Drama,Thriller",[]
Jobs,ORF,16100000,19800000,2013,"Biography,Drama","[18, 36]"
The Place Beyond the Pines,Focus,21400000,14100000,2013,"Crime,Drama,Thriller","[18, 80]"
Inside Llewyn Davis,CBS,13200000,19700000,2013,"Drama,Music",[18]
Mud,RAtt.,21600000,11000000,2013,Drama,[18]
Movie 43,Rela.,8800000,23600000,2013,Comedy,[35]
Kevin Hart: Let Me Explain,LG/S,32200000,74000,2013,"Comedy,Documentary","[35, 99]"
Spring Breakers,A24,14100000,17600000,2013,"Comedy,Crime,Drama","[18, 80]"
New World (2013),WGUSA,458000,31200000,2013,,
Don Jon,Rela.,24500000,6000000,2013,"Comedy,Drama,Romance","[10749, 35, 18]"
I Give It a Year,Magn.,34700,28200000,2013,,"[35, 10749]"
Nebraska,Par.,17700000,10000000,2013,"Adventure,Comedy,Drama","[18, 12]"
The Incredible Burt Wonderstone,WB (NL),22500000,4900000,2013,"Adventure,Comedy,Fantasy",[35]
Mandela: Long Walk to Freedom,Wein.,8300000,19000000,2013,"Biography,Drama,History","[18, 36]"
Khumba,MNE,1000,27200000,2013,"Adventure,Animation,Family","[16, 12, 10751]"
Dark Skies,W/Dim.,17400000,9000000,2013,"Horror,Sci-Fi,Thriller","[878, 53, 27]"
Enough Said,FoxS,17600000,7700000,2013,"Comedy,Drama,Romance","[35, 18, 10749]"
Trance,FoxS,2300000,21900000,2013,Horror,"[53, 80, 18, 9648]"
"The Way, Way Back",FoxS,21500000,1700000,2013,,
Kon-Tiki,Wein.,1500000,21300000,2013,,"[12, 36]"
Baggage Claim,FoxS,21600000,887000,2013,Comedy,[35]
Diana,EOne,335000,21400000,2013,,[99]
The Great Beauty,Jan.,2900000,18500000,2013,,[18]
22 Bullets,Cdgm.,,21300000,2013,,"[28, 80, 53]"
The Sapphires,Wein.,2500000,18000000,2013,"Biography,Comedy,Drama","[35, 18]"
Broken City,Fox,19700000,,2013,"Crime,Drama,Thriller","[53, 80, 18]"
The Company You Keep,SPC,5100000,14500000,2013,,"[18, 53]"
The Bling Ring,A24,5800000,13300000,2013,,"[18, 10770]"
You're Next,LGF,18500000,,2013,"Action,Comedy,Horror","[27, 53, 9648]"
Dead Man Down,FD,10900000,7200000,2013,"Action,Crime,Drama","[53, 28, 80, 18]"
Admission,Focus,18000000,,2013,"Comedy,Drama,Romance","[35, 18, 10749]"
Fruitvale Station,Wein.,16100000,1300000,2013,"Biography,Drama,Romance",[18]
Battle of the Year,SGem,8900000,7700000,2013,"Drama,Music","[10402, 18]"
Out of the Furnace,Rela.,11300000,4300000,2013,"Crime,Drama,Thriller","[53, 18, 80]"
Billy and Buddy,Distrib.,900,15200000,2013,,
The Last Exorcism Part II,CBS,15200000,,2013,"Drama,Horror,Thriller","[27, 53, 18]"
Machete Kills,ORF,8000000,7000000,2013,"Action,Crime,Sci-Fi","[28, 80, 53]"
Journey to the South Pacific,Imax,7600000,6500000,2013,,
Paranoia,Rela.,7400000,6400000,2013,"Drama,Thriller",[]
All Is Lost,RAtt.,6300000,7400000,2013,,"[28, 12, 18]"
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000,12600000,2013,,
Stoker,FoxS,1700000,10400000,2013,"Drama,Thriller","[18, 27, 53]"
In the House,Cohen,390000,11500000,2013,,"[35, 18, 9648, 53]"
I'm So Excited,SPC,1400000,10400000,2013,,
Haute Cuisine,Wein.,218000,11200000,2013,,"[35, 18]"
Before Midnight,SPC,8100000,3100000,2013,"Drama,Romance","[10749, 18]"
Only God Forgives,RTWC,779000,9900000,2013,"Crime,Drama","[18, 53, 80]"
The Past,SPC,1300000,9300000,2013,,"[18, 9648]"
Love is All You Need,SPC,1600000,8400000,2013,,"[35, 10749, 18]"
Bullet to the Head,WB,9500000,,2013,"Action,Crime,Thriller","[28, 80, 53]"
Tyler Perry Presents Peeples,LGF,9200000,130000,2013,,
Jerusalem,NGE,8000000,1300000,2013,,[99]
The Fifth Estate,BV,3300000,5300000,2013,"Biography,Drama,Thriller","[18, 53]"
Upside Down,MNE,105000,8000000,2013,"Drama,Fantasy,Romance","[10749, 878, 18, 14]"
Metallica Through the Never,PH,3400000,4600000,2013,Music,
Pulling Strings,LGF,5800000,2000000,2013,,"[35, 10749]"
Black Nativity,FoxS,7000000,436000,2013,"Drama,Family,Music","[18, 10402]"
Blue Is the Warmest Color,IFC,2200000,5200000,2013,,"[10749, 18]"
Unfinished Song,Wein.,1700000,5300000,2013,,
The Angels' Share,IFC,347000,6700000,2013,,"[18, 35]"
The Spectacular Now,A24,6900000,,2013,"Comedy,Drama,Romance","[35, 18, 10749]"
The Sweeney,EOne,26700,6300000,2013,"Action,Crime,Drama","[28, 80]"
Believe,ORF,6200000,,2013,Documentary,[18]
Matru Ki Bijlee Ka Mandola,FIP,,6000000,2013,,"[35, 18]"
Closed Circuit,Focus,5800000,,2013,,"[9648, 18, 80, 53]"
Populaire,Wein.,179000,5300000,2013,,"[35, 10749]"
Broken Circle Breakdown,Trib.,175000,5300000,2013,,
Fists of Legend,CJ,134000,5300000,2013,,"[28, 18]"
Chennai Express,UTV,5300000,,2013,,"[10749, 35, 28]"
20 Feet from Stardom,RTWC,4900000,,2013,,"[99, 10402]"
Oldboy (2013),FD,2200000,2700000,2013,,
Commitment,WGUSA,76500,4500000,2013,,
White Elephant,Strand,8900,4400000,2013,,[18]
Much Ado About Nothing (2013),RAtt.,4300000,,2013,,
Frances Ha,IFC,4099999,,2013,"Comedy,Drama,Romance","[35, 18]"
You Will Be My Son,Cohen,285000,3600000,2013,,[18]
Yeh Jawaani Hai Deewani,Eros,3800000,,2013,"Comedy,Drama,Musical",
Pieta,Drft.,22100,3600000,2013,,[18]
Mental,Da.,17700,3600000,2013,,"[35, 18]"
The To-Do List,CBS,3500000,74600,2013,,
Mr. Nobody,Magn.,3600,3500000,2013,,"[878, 18, 10749, 14]"
Emperor,RAtt.,3300000,,2013,,"[18, 36, 10752]"
Stand Up Guys,LGF,3300000,,2013,,"[53, 35, 28]"
In a World,RAtt.,3000000,,2013,,
Ram-Leela,Eros,2700000,,2013,,
Capital,Cohen,102000,2400000,2013,,[18]
The East,FoxS,2300000,99700,2013,"Adventure,Drama,Thriller","[18, 53]"
I'm In Love With a Church Girl,HTR,2400000,,2013,,"[18, 10749]"
No (2013),SPC,2300000,,2013,,
Renoir,Gold.,2300000,,2013,,"[18, 36, 10749]"
The Christmas Candle,ELS,2300000,,2013,"Drama,Family","[18, 10751]"
Reality (2013),Osci.,72600,2200000,2013,,
Krrish 3,Eros,2200000,,2013,,"[28, 878]"
Austenland,SPC,2200000,,2013,,"[35, 10749]"
The Sorcerer and the White Snake,Magn.,18800,2100000,2013,,"[28, 14]"
The Snitch Cartel,PI,,2100000,2013,,"[18, 80]"
The Iceman (2013),MNE,2000000,,2013,,
All the Boys Love Mandy Lane,RTWC,,1900000,2013,,"[27, 9648, 53]"
Fill the Void,SPC,1800000,,2013,,[18]
Starbuck (U.S. only),E1,340000,1300000,2013,,
Bhaag Milkha Bhaag,Relbig.,1600000,,2013,,
Therese,MPI,102000,1500000,2013,,
Stories We Tell,RAtt.,1600000,,2013,,[99]
Lovelace,RTWC,357000,1200000,2013,,[18]
Race 2,UTV,1600000,,2013,,[53]
Disconnect,LD,1400000,,2013,,"[53, 9648, 80, 878]"
Girl Most Likely,RAtt.,1400000,,2013,,[35]
Wadjda (U.S. only),SPC,1300000,,2013,,
The Kings of Summer,CBS,1300000,,2013,,"[35, 18]"
The Invisible Woman,SPC,1200000,,2013,,"[18, 36, 10749]"
Violeta Went to Heaven,KL,21500,1200000,2013,,[18]
Romeo and Juliet (2013),Rela.,1200000,,2013,,
Still Mine,Gold.,1200000,,2013,,[18]
The Wall (2013),MBox,38700,1100000,2013,,
Kai Po Che,UTV,1100000,,2013,,
What Maisie Knew,MNE,1100000,,2013,,[18]
Thanks for Sharing,RAtt.,1100000,,2013,,"[35, 18]"
Ain't Them Bodies Saints,IFC,397000,635000,2013,"Crime,Drama,Romance","[80, 18, 10749, 37]"
Kill Your Darlings,SPC,1000000,,2013,,"[18, 10749, 53]"
Short Term 12,Cdgm.,1000000,,2013,,[18]
Ginger & Rosa,A24,1000000,,2013,,[18]
Lore,MBox,970000,,2013,,"[18, 10752, 53]"
Raanjhana,Eros,903000,,2013,,
6 Souls,RTWC,,852000,2013,,
Generation Iron,TVC,850000,,2013,,[99]
The Monk,ATO,13500,794000,2013,,
Satyagraha,UTV,739000,,2013,,
Hannah Arendt,Zeit.,717000,,2013,,[18]
Besharam,Relbig.,680000,,2013,,"[35, 10749]"
Salinger,Wein.,584000,67000,2013,,[99]
The Hunt,Magn.,613000,,2013,,[18]
Walking the Camino: Six Ways to Santiago,FEF,613000,,2013,,[99]
To The Wonder,Magn.,588000,,2013,,"[18, 10749]"
Lootera,Eros,582000,,2013,,
Museum Hours,CGld,561000,,2013,,[18]
The Reluctant Fundamentalist,IFC,553000,,2013,"Drama,Thriller",[53]
You Ain't Seen Nothin' Yet,KL,18900,488000,2013,,
The Inevitable Defeat of Mister and Pete,LGF,495000,,2013,,
Act of Killing,Drft.,487000,,2013,,
Sound City,Vari.,423000,,2013,,"[99, 10402]"
Shadow Dancer,Magn.,101000,319000,2013,,[53]
A Hijacking,Magn.,414000,,2013,,"[53, 18]"
Grand Masti,Eros,414000,,2013,,"[35, 18, 10749]"
Phata Poster Nikla Hero,Eros,411000,,2013,,
The Armstrong Lie,SPC,383000,,2013,,[99]
Tai Chi Hero,WGUSA,35100,347000,2013,,"[28, 12]"
At Any Price,SPC,381000,,2013,,[18]
Shootout at Wadala,Eros,370000,,2013,,[28]
Gori Tere Pyaar Mein,Relbig.,342000,,2013,,
Adore,EXCL,319000,,2013,,[18]
A Bottle in the Gaza Sea,FM,5900,306000,2013,,
Go Goa Gone,Eros,298000,,2013,,"[35, 27]"
Blancanieves,Cohen,280000,,2013,,"[18, 14]"
Himmatwala,UTV,271000,,2013,,"[28, 35]"
Great Expectations (2013),MSF,259000,,2013,,
The Silence,MBox,100000,132000,2013,,"[80, 53]"
Singh Saab The Great,Eros,226000,,2013,,
ABCD (Any Body Can Dance),UTV,222000,,2013,"Drama,Music",
Arthur Newman,Cdgm.,208000,,2013,,[18]
Ghanchakkar,UTV,203000,,2013,,"[35, 80, 53]"
Midnight's Children,P/108,190000,,2013,,[18]
R... Rajkumar,Eros,167000,,2013,,
We Steal Secrets: The Story of Wikileaks,FCW,166000,,2013,,[99]
The Patience Stone,SPC,149000,,2013,,"[18, 10752]"
Rangeelay,Eros,148000,,2013,,
Drug War,Vari.,128000,,2013,,"[28, 18, 80]"
Beyond the Hills,IFC,125000,,2013,,
Storm Surfers 3D,XL,117000,,2013,,"[12, 99]"
Yossi,Strand,117000,,2013,,"[18, 10749]"
Spinning Plates,TFA,112000,,2013,,[99]
Ek Thi Daayan,Eros,112000,,2013,,"[27, 10749, 53]"
The English Teacher,Cdgm.,105000,,2013,,"[35, 18, 10749]"
Man of Tai Chi,RTWC,100000,,2013,,"[28, 18]"
Passion,EOne,92200,,2013,,
Byzantium,IFC,89200,,2013,,"[18, 14, 53]"
The Rooftop,WGUSA,85800,,2013,,"[35, 28, 18]"
We Are What We Are,EOne,81400,,2013,,"[27, 53]"
Stuck in Love,MNE,81100,,2013,,"[18, 35]"
More Than Honey,KL,79800,,2013,,[99]
Caesar Must Die,AF,76900,,2013,,
Leviathan (2013),CGld,76200,,2013,,
No One Lives,Anch.,74900,,2013,,"[27, 53]"
War Witch,Trib.,70500,,2013,,"[18, 10752]"
The Pervert's Guide to Ideology,Zeit.,68000,,2013,,[99]
My Lucky Star,CL,64400,,2013,,"[35, 10749]"
Becoming Traviata,Distrib.,62700,,2013,,[99]
Sightseers,IFC,61800,,2013,,"[12, 35, 80]"
The Canyons,IFC,56800,,2013,"Drama,Thriller","[53, 18]"
Table No. 21,Eros,46700,,2013,,
Wish You Were Here (2013),EOne,46300,,2013,,
A Glimpse Inside the Mind of Charles Swan III,A24,45400,,2013,,[35]
The We and the I,P/108,42200,,2013,,[18]
Killing Season,MNE,39900,,2013,,"[28, 53]"
Post Tenebras Lux,Strand,39200,,2013,,[18]
Rising From Ashes,FRun,38600,,2013,,[]
Berberian Sound Studio,IFC,38500,,2013,,
Ip Man: The Final Fight,WGUSA,37900,,2013,,"[28, 18]"
Redemption (2013),RAtt.,36900,,2013,,
Camille Claudel 1915,KL,35300,,2013,,
Bastards,IFC,24500,,2013,,[18]
Paradise: Love,Strand,24300,,2013,,
Our Children,Distrib.,23200,,2013,,[18]
V/H/S/2,Magn.,21800,,2013,,"[27, 53]"
The Look of Love,IFC,21300,,2013,,"[35, 18]"
The Painting (2013),GK,21000,,2013,,
Terraferma,Cohen,20000,,2013,,[18]
Love and Honor (2013),IFC,19700,,2013,,
Nostalghia,KL,18800,,2013,,
Casting By,SD,18200,,2013,,[99]
Violet & Daisy,Cdgm.,17200,,2013,,"[53, 80, 18, 28, 35]"
Jayne Mansfield's Car,Anch.,14800,,2013,,[18]
A Wedding Invitation,CJ,14400,,2013,,
Red Obsession,A23,13200,,2013,,"[99, 36]"
The Selfish Giant,IFC,12200,,2013,,[18]
Charlie Countryman,MNE,11700,,2013,,"[28, 35, 18, 10749, 53]"
Just Like a Woman,Cohen,11400,,2013,,[18]
So Young,CL,11200,,2013,,
In the Name Of,FM,9900,,2013,,
InchAllah (U.S. only),EOne,9800,,2013,,
Welcome to the Punch,IFC,9700,,2013,,"[28, 12, 80]"
Clandestine Childhood,IFC,9000,,2013,,[18]
Argento's Dracula 3D,IFC,8100,,2013,,
Finding Mr. Right,CL,6900,,2013,,
Paradise: Hope,Strand,6700,,2013,,[18]
Paradise: Faith,Strand,6500,,2013,,[18]
The Guillotines,WGUSA,5300,,2013,,"[28, 36, 12, 18]"
The Stroller Strategy,Rialto,3500,,2013,,[35]
What Richard Did,Trib.,2700,,2013,,
Caught in the Web,Vita.,1100,,2013,,[18]
I Spit on Your Grave 2,Anch.,800,,2013,,"[53, 27, 80]"
Into the White,Magn.,700,,2013,,"[28, 10752, 18]"
Storage 24,Magn.,100,,2013,,"[27, 878]"
Transformers: Age of Extinction,Par.,245400000,858600000,2014,"Action,Adventure,Sci-Fi","[878, 28, 12]"
The Hobbit: The Battle of the Five Armies,WB (NL),255100000,700900000,2014,"Adventure,Fantasy","[28, 12, 14]"
Guardians of the Galaxy,BV,333200000,440200000,2014,"Action,Adventure,Comedy","[28, 878, 12]"
Maleficent,BV,241400000,517100000,2014,"Action,Adventure,Family","[14, 12, 28, 10751, 10749]"
The Hunger Games: Mockingjay - Part 1,LGF,337100000,418200000,2014,"Action,Adventure,Sci-Fi","[878, 12, 53]"
X-Men: Days of Future Past,Fox,233900000,513900000,2014,"Action,Adventure,Sci-Fi","[28, 12, 14, 878]"
Captain America: The Winter Soldier,BV,259800000,454500000,2014,"Action,Adventure,Sci-Fi","[28, 12, 878]"
Dawn of the Planet of the Apes,Fox,208500000,502100000,2014,"Action,Adventure,Drama","[878, 28, 18, 53]"
The Amazing Spider-Man 2,Sony,202900000,506100000,2014,"Action,Adventure,Sci-Fi","[28, 12, 14]"
Interstellar,Par.,188000000,489400000,2014,"Adventure,Drama,Sci-Fi","[12, 18, 878]"
Big Hero 6,BV,222500000,435300000,2014,"Action,Adventure,Animation","[12, 10751, 16, 28, 35]"
How to Train Your Dragon 2,Fox,177000000,444500000,2014,"Action,Adventure,Animation","[14, 28, 12, 16, 35, 10751]"
American Sniper,WB,350100000,197300000,2014,"Action,Biography,Drama","[10752, 28]"
Godzilla (2014),WB,200700000,328400000,2014,,
Rio 2,Fox,131500000,368600000,2014,"Adventure,Animation,Comedy","[12, 35, 10751, 16]"
Teenage Mutant Ninja Turtles (2014),Par.,191200000,302100000,2014,,
The LEGO Movie,WB,257800000,211400000,2014,"Action,Adventure,Animation","[12, 16, 35, 10751, 14]"
Lucy,Uni.,126700000,336700000,2014,"Action,Sci-Fi,Thriller","[28, 878]"
Penguins of Madagascar,Fox,83400000,289700000,2014,"Adventure,Animation,Comedy","[10751, 16, 12, 35]"
Edge of Tomorrow,WB,100200000,270300000,2014,"Action,Sci-Fi","[28, 878]"
Gone Girl,Fox,167800000,201600000,2014,"Drama,Mystery,Thriller","[9648, 53, 18]"
Night at the Museum: Secret of the Tomb,Fox,113700000,249500000,2014,"Adventure,Comedy,Family","[12, 35, 14, 10751]"
Noah,Par.,101200000,261399999,2014,Animation,[18]
The Maze Runner,Fox,102400000,245900000,2014,"Action,Mystery,Sci-Fi","[28, 9648, 878, 53]"
