,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
263,"[28, 53, 80, 18]",15362,fr,L'ennemi public n°1,7.7,2010-09-03,Mesrine: Public Enemy #1,7.4,404
264,[35],41382,en,Lottery Ticket,7.699,2010-08-20,Lottery Ticket,5.7,92
265,[18],45958,es,Biutiful,7.697,2010-12-28,Biutiful,7.2,546
266,"[28, 12, 18, 36, 10752]",8349,de,Der rote Baron,7.676,2010-02-11,The Red Baron,6.5,111
267,"[35, 18, 10749]",41556,en,The Romantics,7.676,2010-09-10,The Romantics,4.9,145
268,"[28, 12, 35]",37931,en,MacGruber,7.666,2010-05-21,MacGruber,5.3,270
269,"[27, 9648, 53]",46441,en,Mirrors 2,7.663,2010-10-19,Mirrors 2,5.5,182
270,"[27, 53, 9648]",19237,en,Kill Theory,7.663,2010-01-29,Kill Theory,5.3,58
271,"[36, 28]",44092,zh,剑雨,7.621,2010-09-01,Reign of Assassins,6.8,87
272,"[18, 10749]",26022,hi,My Name Is Khan,7.619,2010-02-12,My Name Is Khan,7.8,409
273,"[18, 28]",73211,no,Kongen av Bastøy,7.616,2010-12-20,King of Devil's Island,7.3,96
274,"[28, 35, 12]",35138,zh,大兵小将,7.607,2010-02-14,Little Big Soldier,6.8,123
275,"[35, 18]",39210,en,Somewhere,7.596,2010-12-22,Somewhere,6.1,376
276,"[35, 18, 10749]",27583,en,Greenberg,7.57,2010-03-26,Greenberg,5.9,280
277,"[18, 10749, 10402]",45272,en,Country Strong,7.567,2010-12-22,Country Strong,6.3,126
278,"[10402, 14, 28, 10751]",49852,en,The Nutcracker in 3D,7.566,2010-11-24,The Nutcracker in 3D,5.5,97
279,"[99, 10751]",36970,en,Oceans,7.532,2010-04-21,Oceans,7.2,167
280,[18],45094,en,Conviction,7.51,2010-10-15,Conviction,7.2,297
281,"[18, 12, 36]",49009,en,The Way Back,7.503,2010-09-03,The Way Back,6.9,759
282,"[10751, 12]",48844,en,The Search for Santa Paws,7.452,2010-11-23,The Search for Santa Paws,5.9,85
283,"[35, 10751]",38843,en,Ramona and Beezus,7.442,2010-07-23,Ramona and Beezus,6.3,460
284,[18],65496,fr,Mes chères études,7.394,2010-11-11,Student Services,4.8,67
285,[18],41180,en,The Client List,7.382,2010-07-19,The Client List,5.6,108
286,"[18, 36, 10770]",21634,en,Prayers for Bobby,7.372,2009-02-27,Prayers for Bobby,7.9,220
287,"[18, 35, 10749]",18438,ko,김씨 표류기,7.368,2010-02-05,Castaway on the Moon,8.1,259
288,"[35, 10749]",38961,en,Tamara Drewe,7.364,2010-12-30,Tamara Drewe,5.8,226
289,"[35, 18]",46829,en,Barney's Version,7.357,2011-01-14,Barney's Version,7.2,210
290,"[18, 37]",57120,en,Meek's Cutoff,7.309,2010-10-08,Meek's Cutoff,6.5,113
291,"[27, 53]",48393,es,Secuestrados,7.297,2010-06-17,Kidnapped,6.3,98
292,"[27, 878, 53]",31196,en,Growth,7.28,2010-01-29,Growth,5.2,33
293,"[35, 18, 36]",46138,en,Made in Dagenham,7.275,2010-11-19,Made in Dagenham,6.6,150
294,"[14, 16, 18, 35, 878, 10751]",51256,en,Donkey's Christmas Shrektacular,7.265,2010-12-07,Donkey's Christmas Shrektacular,5.3,70
295,"[35, 10749, 10770]",62592,en,Revenge of the Bridesmaids,7.216,2010-07-18,Revenge of the Bridesmaids,6.3,165
296,"[12, 878]",50674,en,The Lost Future,7.188,2010-11-13,The Lost Future,5.0,79
297,[99],42296,en,Catfish,7.172,2010-09-17,Catfish,6.8,284
298,"[16, 35]",36736,en,The Drawn Together Movie: The Movie!,7.171,2010-04-20,The Drawn Together Movie: The Movie!,6.4,54
299,"[18, 53, 9648]",33195,en,Triage,7.155,2010-08-10,Triage,6.5,82
300,[27],47518,en,The Tortured,7.148,2010-06-15,The Tortured,5.3,77
301,[35],42189,en,Kevin Hart: Seriously Funny,7.146,2010-07-20,Kevin Hart: Seriously Funny,7.3,89
302,[18],44835,en,Hesher,7.14,2010-01-22,Hesher,7.0,335
303,[18],38568,en,Howl,7.12,2010-09-24,Howl,6.8,100
304,"[99, 10752]",39312,en,Restrepo,7.119,2010-06-25,Restrepo,7.5,188
305,"[16, 35, 10751]",54551,en,Banana,7.118,2010-12-13,Banana,7.1,178
306,[35],70076,en,Lying to Be Perfect,7.108,2010-01-30,Lying to Be Perfect,6.1,85
307,[18],33511,en,Nowhere Boy,7.099,2010-01-27,Nowhere Boy,7.3,469
308,"[18, 53]",41827,en,Red White & Blue,7.09,2010-10-08,Red White & Blue,6.2,64
309,"[80, 18, 53]",37414,en,The Killer Inside Me,7.087,2010-04-27,The Killer Inside Me,5.9,304
310,"[14, 18, 27, 35]",21588,it,Dellamorte Dellamore,7.078,1996-04-26,Cemetery Man,7.1,192
311,"[16, 35, 10751]",45752,en,Scooby-Doo! Camp Scare,7.048,2010-09-14,Scooby-Doo! Camp Scare,7.2,52
312,"[35, 18, 10749]",38093,en,Just Wright,7.047,2010-05-14,Just Wright,6.2,211
313,"[28, 12, 16, 10751]",33427,en,LEGO: The Adventures of Clutch Powers,7.039,2010-01-01,LEGO: The Adventures of Clutch Powers,5.5,41
314,[35],52077,fr,Rien à déclarer,6.978,2010-12-20,Nothing to Declare,5.8,602
315,"[35, 18, 10751, 10770]",49350,en,Harriet the Spy: Blog Wars,6.896,2010-03-25,Harriet the Spy: Blog Wars,4.7,127
316,[18],33602,en,Temple Grandin,6.875,2010-02-06,Temple Grandin,7.8,173
317,"[53, 9648, 80, 18]",291081,en,Red Riding: In the Year of Our Lord 1974,6.871,2010-02-05,Red Riding: In the Year of Our Lord 1974,6.8,99
318,"[18, 28, 53, 80]",51823,en,Across the Line: The Exodus of Charlie Wright,6.863,2010-12-29,Across the Line: The Exodus of Charlie Wright,5.9,19
319,[35],34803,en,Death at a Funeral,6.862,2010-04-15,Death at a Funeral,5.7,439
320,"[28, 27, 878, 53]",46368,en,The Rig,6.856,2010-10-05,The Rig,3.7,39
321,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,Shanghai,6.1,80
322,"[16, 10751]",45662,en,Space Chimps 2: Zartog Strikes Back,6.792,2010-05-26,Space Chimps 2: Zartog Strikes Back,4.6,50
323,"[35, 18, 10749]",42888,en,How Do You Know,6.753,2010-12-17,How Do You Know,5.1,453
324,"[18, 36]",34182,zh,孔子,6.706,2010-03-18,Confucius,5.9,45
325,"[27, 878, 10770]",95547,en,Triassic Attack,6.706,2010-11-27,Triassic Attack,3.2,22
326,"[10749, 35, 18]",47607,en,Tiny Furniture,6.695,2010-11-12,Tiny Furniture,5.9,82
327,"[18, 10402]",33473,en,Stomp the Yard 2: Homecoming,6.684,2010-10-10,Stomp the Yard 2: Homecoming,4.7,48
328,"[16, 35]",48466,en,Scared Shrekless,6.682,2010-10-28,Scared Shrekless,6.2,177
329,[35],35428,ru,О чём говорят мужчины,6.675,2010-11-11,What Men Talk About,7.7,71
330,"[35, 10749, 18]",47218,en,Happythankyoumoreplease,6.645,2010-01-20,Happythankyoumoreplease,6.5,148
331,"[35, 10749]",35688,en,Why Did I Get Married Too?,6.636,2010-04-02,Why Did I Get Married Too?,5.9,49
332,"[27, 53]",47386,en,YellowBrickRoad,6.635,2010-01-23,YellowBrickRoad,4.9,75
333,[35],38778,en,Dinner for Schmucks,6.632,2010-07-30,Dinner for Schmucks,5.6,920
334,"[18, 10749]",60695,en,Sundays at Tiffany's,6.629,2010-12-06,Sundays at Tiffany's,6.5,43
335,"[27, 53, 80, 9648]",33107,en,And Soon the Darkness,6.606,2010-12-17,And Soon the Darkness,5.2,197
336,"[12, 14, 16, 28, 53, 878, 10751]",50337,en,Firebreather,6.591,2010-11-24,Firebreather,6.2,33
337,"[35, 10749]",35458,en,Crazy on the Outside,6.579,2010-01-08,Crazy on the Outside,5.4,48
338,"[80, 18, 53, 36]",43434,en,Carlos,6.568,2010-10-11,Carlos,7.0,87
339,"[18, 10751, 12]",34751,en,Free Willy: Escape from Pirate's Cove,6.568,2010-03-23,Free Willy: Escape from Pirate's Cove,5.2,61
340,"[35, 18, 10749]",36956,it,Cosa voglio di più,6.53,2010-06-06,Come Undone,5.6,49
341,"[35, 10749]",36515,en,The Prince & Me 4: The Elephant Adventure,6.523,2010-03-23,The Prince & Me 4: The Elephant Adventure,5.5,37
342,"[16, 28, 53, 878]",64956,en,Inception: The Cobol Job,6.516,2010-12-07,Inception: The Cobol Job,7.4,227
343,"[9648, 18]",29483,en,Beautiful Kate,6.481,2010-01-08,Beautiful Kate,6.1,29
344,[27],69270,en,Super Hybrid,6.474,2010-01-01,Super Hybrid,5.1,35
345,[99],40663,en,Gasland,6.468,2010-01-24,Gasland,7.5,80
346,"[28, 12, 27, 878]",39522,en,Mega Piranha,6.457,2010-04-10,Mega Piranha,2.9,78
347,"[27, 53]",38033,en,Chain Letter,6.44,2010-10-01,Chain Letter,4.1,63
348,[18],43920,en,Dog Pound,6.428,2010-04-24,Dog Pound,7.6,177
349,"[35, 18]",41479,en,The Joneses,6.424,2010-04-16,The Joneses,6.2,312
350,"[53, 80, 18, 9648]",291092,en,Red Riding: In the Year of Our Lord 1983,6.423,2010-02-05,Red Riding: In the Year of Our Lord 1983,7.0,70
351,"[27, 28, 878, 53]",44037,en,Lake Placid 3,6.411,2010-08-21,Lake Placid 3,4.4,68
352,"[10402, 35, 18]",43939,en,I'm Still Here,6.386,2010-09-10,I'm Still Here,6.0,179
353,"[10751, 14, 27, 10770]",48186,en,The Boy Who Cried Werewolf,6.372,2010-10-22,The Boy Who Cried Werewolf,6.0,123
354,[99],44992,en,Hubble 3D,6.346,2010-03-19,Hubble 3D,7.1,54
355,"[18, 53, 80, 9648]",43263,en,Jesse Stone: No Remorse,6.324,2010-05-09,Jesse Stone: No Remorse,6.8,34
356,"[16, 878]",52010,en,"Ultramarines: A Warhammer 40,000 Movie",6.322,2010-12-10,"Ultramarines: A Warhammer 40,000 Movie",5.2,50
357,"[10749, 35]",60809,de,Groupies bleiben nicht zum Frühstück,6.32,2010-10-10,Single By Contract,6.9,104
358,"[10751, 16]",41066,ja,レイトン教授と永遠の歌姫,6.308,2010-12-31,Professor Layton and the Eternal Diva,7.7,78
359,"[27, 28, 53, 878]",44678,en,Altitude,6.305,2010-10-10,Altitude,4.9,119
360,[18],27569,en,Extraordinary Measures,6.3,2010-01-21,Extraordinary Measures,6.3,153
361,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,The Tempest,5.8,52
362,"[16, 35]",24328,en,Tokyo Mater,6.29,2008-12-12,Tokyo Mater,6.0,41
363,[35],57243,fr,Les Femmes du 6e étage,6.281,2010-12-20,The Women on the 6th Floor,6.7,183
364,"[28, 53, 37]",45569,en,Red Hill,6.269,2010-11-05,Red Hill,6.1,79
365,[18],46207,fr,White Material,6.262,2010-11-19,White Material,7.1,57
366,"[10770, 10751]",46064,en,Den Brother,6.234,2010-08-13,Den Brother,6.0,56
367,"[18, 36, 10752]",13752,no,Max Manus,6.23,2010-09-03,Max Manus: Man of War,7.1,114
368,"[18, 35]",36801,en,Cemetery Junction,6.225,2010-08-17,Cemetery Junction,6.6,116
369,"[35, 18, 10749]",38031,en,You Will Meet a Tall Dark Stranger,6.209,2010-05-23,You Will Meet a Tall Dark Stranger,5.8,431
370,[35],47407,en,Milf,6.198,2010-10-17,Milf,4.1,41
371,"[35, 28, 80]",40194,fr,Coursier,6.195,2010-02-24,Paris Express,4.9,74
372,[18],39845,en,Love Ranch,6.185,2010-06-30,Love Ranch,6.1,28
373,"[16, 14]",45745,en,Sintel,6.157,2010-09-30,Sintel,7.6,99
374,"[16, 35]",10797,da,Terkel i knibe,6.135,2010-03-26,Terkel in Trouble,6.4,39
375,"[35, 10749]",51072,fr,De vrais mensonges,6.092,2010-12-21,Beautiful Lies,5.8,70
376,"[35, 53, 80]",66195,en,The Perfect Host,6.088,2010-07-01,The Perfect Host,6.3,217
377,[99],39440,en,"Waiting for ""Superman""",6.068,2010-09-24,"Waiting for ""Superman""",7.0,70
378,"[18, 28, 10749]",37737,hi,Kites,6.058,2010-05-21,Kites,5.8,67
379,"[18, 878, 35, 9648]",46837,en,Kaboom,6.052,2010-10-06,Kaboom,5.7,175
380,"[28, 80, 18, 53]",80188,en,Boy Wonder,6.036,2010-08-12,Boy Wonder,6.6,77
381,"[35, 80, 53]",12834,en,Leaves of Grass,5.996,2010-09-17,Leaves of Grass,6.0,214
382,[18],51794,en,Five Minarets in New York,5.994,2010-11-17,Five Minarets in New York,5.7,49
383,"[35, 10749]",51090,fr,L'Âge de raison,5.982,2010-07-28,With Love... from the Age of Reason,5.3,64
384,"[27, 878]",40016,en,Birdemic: Shock and Terror,5.961,2010-02-27,Birdemic: Shock and Terror,2.0,152
385,"[35, 18]",40247,en,Please Give,5.945,2010-01-22,Please Give,6.3,81
386,[18],54602,en,Skateland,5.938,2011-05-13,Skateland,5.4,16
387,"[9648, 99, 27, 80]",56811,en,Cropsey,5.925,2009-04-25,Cropsey,6.0,90
388,"[18, 10749]",41518,hi,Guzaarish,5.919,2010-11-19,Guzaarish,7.6,52
389,"[80, 27, 9648, 53]",29159,it,Giallo,5.854,2010-03-13,Giallo,4.0,64
390,"[80, 28, 12, 53]",28465,en,A Dangerous Man,5.853,2010-02-09,A Dangerous Man,5.1,53
391,"[27, 53]",27297,ja,Gurotesuku,5.828,2010-07-16,Grotesque,5.3,69
392,"[35, 10751, 10770]",45839,en,FRED: The Movie,5.807,2010-09-18,FRED: The Movie,5.0,81
393,"[878, 53, 18, 9648]",71700,en,Repeaters,5.801,2010-04-22,Repeaters,5.7,75
394,"[16, 35, 10751, 9648, 14]",32916,en,Scooby-Doo! Abracadabra-Doo,5.787,2010-02-16,Scooby-Doo! Abracadabra-Doo,6.8,58
395,[16],55692,en,Scrat's Continental Crack-Up,5.784,2010-12-25,Scrat's Continental Crack-Up,6.9,67
396,"[28, 53]",26583,en,The Keeper,5.779,2010-01-19,The Keeper,5.3,42
397,[35],27584,en,High School,5.762,2010-06-03,High School,5.8,68
398,"[53, 27]",43950,fr,Amer,5.749,2010-04-02,Amer,6.6,59
399,"[80, 18, 53]",44027,en,"My Son, My Son, What Have Ye Done",5.74,2010-04-24,"My Son, My Son, What Have Ye Done",6.1,85
400,[28],26010,cn,狼牙,5.716,2010-12-28,Legendary Assassin,6.2,33
401,[99],43942,en,Freakonomics,5.705,2010-10-01,Freakonomics,6.6,57
402,[14],48395,fi,Rare Exports,5.704,2010-12-03,Rare Exports: A Christmas Tale,6.5,233
403,"[28, 12, 53]",46713,en,Hunt to Kill,5.673,2010-11-06,Hunt to Kill,5.1,60
404,"[16, 28, 37]",41988,en,DC Showcase: Jonah Hex,5.646,2010-07-27,DC Showcase: Jonah Hex,6.8,38
405,"[9648, 27, 53, 80]",57749,en,The Clinic,5.62,2010-10-10,The Clinic,5.2,59
406,"[99, 10402]",37659,en,When You're Strange,5.582,2010-04-09,When You're Strange,7.6,85
407,"[18, 27, 53]",39681,fr,Les 7 jours du talion,5.575,2010-07-28,Seven Days,6.3,76
408,[18],18530,en,The Cry of the Owl,5.572,2010-03-12,The Cry of the Owl,5.6,46
409,"[28, 18, 53]",56812,es,Balada triste de trompeta,5.552,2011-08-19,The Last Circus,6.7,177
410,"[53, 80, 18, 9648]",291084,en,Red Riding: In the Year of Our Lord 1980,5.499,2010-02-05,Red Riding: In the Year of Our Lord 1980,7.1,73
411,[99],44737,fr,Bébés,5.45,2010-05-07,Babies,7.0,77
412,"[16, 35, 10751]",54553,en,Home Makeover,5.45,2010-12-13,Home Makeover,6.9,89
413,[35],35217,de,Friendship!,5.442,2010-01-14,Friendship!,6.6,76
414,"[53, 28, 35]",52208,en,Nude Nuns with Big Guns,5.429,2010-09-24,Nude Nuns with Big Guns,4.2,55
415,"[14, 18, 27, 28, 53, 9648]",33555,en,Sherlock Holmes,5.39,2010-01-26,Sherlock Holmes,5.6,53
416,[99],89704,en,Happy People: A Year in the Taiga,5.38,2010-09-03,Happy People: A Year in the Taiga,7.7,65
417,[18],45316,hi,उड़ान,5.376,2010-06-17,Udaan,7.2,83
418,"[80, 18, 9648]",37708,en,Wild Things: Foursome,5.371,2010-06-01,Wild Things: Foursome,5.0,36
419,"[35, 27]",40912,en,2001 Maniacs: Field of Screams,5.364,2010-07-20,2001 Maniacs: Field of Screams,4.0,31
420,[16],39030,en,El Materdor,5.352,2010-11-02,El Materdor,5.7,24
421,"[10751, 18, 10749, 35]",59435,en,An Invisible Sign,5.342,2010-10-06,An Invisible Sign,5.1,58
422,[12],54770,ja,時をかける少女,5.319,2010-09-12,Time Traveller: The Girl Who Leapt Through Time,6.3,26
423,"[27, 53, 18]",44950,en,A Horrible Way to Die,5.316,2010-11-06,A Horrible Way to Die,5.2,36
424,"[10770, 14, 35, 10749, 10751]",52060,en,Christmas Cupid,5.281,2010-12-12,Christmas Cupid,5.8,107
425,"[35, 10751]",44978,hi,गोलमाल 3,5.278,2010-11-05,Golmaal 3,5.4,34
426,"[18, 36]",30239,it,Vincere,5.254,2010-03-19,Vincere,6.5,54
427,"[27, 878]",44809,en,Dinocroc vs. Supergator,5.247,2010-06-26,Dinocroc vs. Supergator,4.0,22
428,[18],39806,en,Princess Ka'iulani,5.239,2010-05-14,Princess Ka'iulani,5.1,22
429,"[35, 18]",35221,en,Father of Invention,5.238,2010-02-14,Father of Invention,5.4,70
430,[18],102639,en,Virginia,5.236,2010-05-18,Virginia,5.8,24
431,"[80, 53, 35]",21467,de,Der Knochenmann,5.223,2010-02-24,The Bone Man,7.3,43
432,"[28, 80, 53]",66193,en,Sinners and Saints,5.223,2010-06-30,Sinners and Saints,5.6,42
433,"[18, 35, 10749]",45077,en,Every Day,5.22,2010-01-14,Every Day,5.5,46
434,"[28, 18, 53]",49261,en,Locked Down,5.2,2010-11-09,Locked Down,4.1,15
435,"[53, 10752]",48243,en,Essential Killing,5.177,2010-11-20,Essential Killing,5.7,73
436,"[18, 27, 53]",49787,en,The Reef,5.173,2010-05-15,The Reef,5.6,264
437,"[35, 18, 10749]",44282,es,Plan B,5.164,2010-01-12,Plan B,7.2,45
438,[18],56968,en,The Pregnancy Pact,5.162,2010-01-23,The Pregnancy Pact,4.8,78
439,"[35, 18, 10749]",44594,en,Barry Munday,5.141,2010-03-13,Barry Munday,6.0,37
440,[35],45781,en,Hole in One,5.105,2010-09-12,Hole in One,3.9,54
441,[99],241829,en,The Making of The Walking Dead,5.084,2010-07-31,The Making of The Walking Dead,8.0,82
442,"[18, 10749]",67198,en,Bloodworth,5.076,2010-02-06,Bloodworth,6.3,18
443,"[18, 10751, 14]",61005,en,The Good Witch's Gift,5.071,2010-10-24,The Good Witch's Gift,6.9,37
444,[35],47088,en,The Extra Man,5.056,2010-08-01,The Extra Man,5.9,46
445,"[16, 35]",148608,en,Moon Mater,5.036,2010-11-02,Moon Mater,5.7,18
446,[35],34563,en,Our Family Wedding,5.025,2010-03-12,Our Family Wedding,5.5,57
447,"[28, 878]",37851,ru,На игре 2: Новый уровень,5.006,2010-11-11,Hooked on the Game 2. The Next Level,5.2,21
448,"[28, 18, 53]",35402,en,Icarus,5.002,2010-09-10,Icarus,5.2,42
449,"[53, 80, 9648]",53404,fr,Crime d'amour,4.99,2010-09-09,Love Crime,6.5,45
450,"[18, 28, 80]",44862,en,Once Fallen,4.963,2010-11-02,Once Fallen,4.8,14
451,"[18, 10751]",56601,en,The Perfect Game,4.958,2010-04-16,The Perfect Game,6.3,44
452,"[18, 53]",38325,ru,Как я провёл этим летом,4.92,2010-11-11,How I Ended This Summer,6.1,52
453,"[12, 18]",37932,en,Flicka 2,4.899,2010-05-04,Flicka 2,5.9,48
454,"[28, 27, 53]",24421,en,Stag Night,4.892,2010-10-11,Stag Night,4.8,34
455,"[14, 27, 28, 53]",48871,en,Red: Werewolf Hunter,4.89,2010-10-30,Red: Werewolf Hunter,4.2,31
456,"[28, 53]",51250,en,Gun,4.873,2010-06-10,Gun,5.5,45
457,[18],37058,en,I'm Here,4.851,2010-03-01,I'm Here,7.2,82
458,"[28, 12, 35, 27]",46812,en,Lost Boys: The Thirst,4.851,2010-10-05,Lost Boys: The Thirst,5.3,61
459,[35],42889,en,The Virginity Hit,4.834,2010-09-10,The Virginity Hit,4.6,35
460,"[35, 10749]",44221,en,Group Sex,4.8,2010-08-24,Group Sex,5.4,34
461,"[36, 18, 10749]",45822,pl,Różyczka,4.743,2010-04-04,Little Rose,7.0,16
462,"[35, 10749, 18]",57209,ru,Неадекватные люди,4.701,2010-12-20,Inadequate People,7.2,35
463,"[35, 18]",44565,hi,Khatta Meetha,4.677,2010-07-23,Khatta Meetha,4.9,21
464,[18],25541,da,Broderskab,4.648,2010-04-08,Brotherhood,7.5,35
465,"[53, 878, 28]",62989,en,Ice Quake,4.635,2010-12-11,Ice Quake,4.2,32
466,"[35, 10749]",47812,ru,Любовь в большом городе 2,4.604,2010-11-11,Love and the City 2,5.7,12
467,"[18, 10402, 10749]",48373,en,Listen to Your Heart,4.602,2010-08-14,Listen to Your Heart,7.6,59
468,"[18, 28, 53]",36147,en,Deadly Impact,4.588,2010-04-20,Deadly Impact,4.7,20
469,"[35, 18, 10749]",43943,en,Jack Goes Boating,4.587,2010-09-23,Jack Goes Boating,6.1,57
470,"[53, 18, 10749, 80]",47261,es,Carancho,4.554,2011-02-11,Carancho,6.6,59
471,[10749],144256,en,Farewell Mr. Kringle,4.539,2010-12-04,Farewell Mr. Kringle,6.4,10
472,[16],148605,en,Monster Truck Mater,4.494,2010-07-30,Monster Truck Mater,5.6,23
473,"[53, 35]",33556,hi,इश्क़िया,4.48,2010-01-29,Ishqiya,6.4,30
474,"[35, 10749]",40722,en,How to Make Love to a Woman,4.459,2010-07-13,How to Make Love to a Woman,4.6,26
475,"[35, 18]",42171,en,The Infidel,4.434,2010-05-01,The Infidel,6.0,59
476,"[35, 18, 10749]",37665,en,Wake,4.39,2009-02-25,Wake,4.8,23
477,"[35, 80, 18]",31035,no,En ganske snill mann,4.381,2010-10-01,A Somewhat Gentle Man,6.3,43
478,[35],46198,en,My Girlfriend's Boyfriend,4.378,2010-04-22,My Girlfriend's Boyfriend,5.9,68
479,"[18, 35, 10749]",46147,no,Sykt lykkelig,4.32,2010-12-20,"Happy, Happy",6.2,18
480,"[14, 9648, 53]",51273,ru,Тёмный мир,4.319,2010-11-11,Dark World,4.3,24
481,[18],66111,en,Luster,4.309,2010-12-12,Luster,5.1,7
482,"[27, 53]",49901,de,Rammbock,4.302,2010-09-09,Rammbock: Berlin Undead,6.0,59
483,"[27, 28, 53]",44224,en,Bear,4.288,2010-01-01,Bear,3.5,9
484,"[18, 10749]",11403,en,The River Why,4.282,2010-04-09,The River Why,5.7,31
485,"[18, 28]",38186,ru,Чужая,4.274,2010-11-11,Alien Girl,6.7,11
486,"[35, 18, 10402, 10749]",44566,hi,Anjaana Anjaani,4.265,2010-10-01,Anjaana Anjaani,6.1,47
487,"[18, 10751]",35691,en,Letters to God,4.242,2010-04-09,Letters to God,6.9,71
488,"[18, 9648, 53]",43642,en,Abandoned,4.233,2010-08-24,Abandoned,4.8,65
489,[35],29919,en,The Six Wives of Henry Lefay,4.203,2010-10-19,The Six Wives of Henry Lefay,5.3,40
490,"[16, 12]",46718,en,DC Showcase: Green Arrow,4.2,2010-09-28,DC Showcase: Green Arrow,7.2,54
491,[99],37757,en,Never Sleep Again: The Elm Street Legacy,4.197,2010-05-04,Never Sleep Again: The Elm Street Legacy,8.2,63
492,"[10749, 18]",48798,en,Love and Distrust,4.196,2010-11-02,Love and Distrust,4.7,16
493,[99],59248,en,The Wildest Dream,4.194,2010-08-06,The Wildest Dream,7.2,20
494,"[12, 28, 53]",44745,en,Beatdown,4.193,2010-08-31,Beatdown,5.1,13
495,"[80, 35]",51875,en,Miss Nobody,4.145,2010-06-10,Miss Nobody,4.9,20
496,"[27, 28, 53]",68212,en,The Terror Experiment,4.145,2010-01-01,The Terror Experiment,4.4,14
497,"[18, 28]",34586,ru,Кандагар,4.14,2010-02-11,Kandahar,6.7,19
498,[35],46967,en,Bill Burr: Let It Go,4.138,2010-09-18,Bill Burr: Let It Go,7.9,44
499,"[14, 18, 28, 53, 80, 878, 10749]",32407,en,Malice in Wonderland,4.097,2010-04-16,Malice in Wonderland,5.7,28
500,"[27, 878]",35074,en,Dinoshark,4.084,2010-01-01,Dinoshark,4.2,21
501,"[16, 10751, 35, 12]",52939,ru,Три богатыря и Шамаханская царица,4.081,2010-12-31,Tri bogatyrya i Shamakhanskaya tsaritsa,5.9,30
502,"[18, 10749]",38984,fr,Coco Chanel & Igor Stravinsky,4.057,2010-04-25,Coco Chanel & Igor Stravinsky,6.3,50
503,"[27, 53]",37196,en,The Daisy Chain,4.047,2010-04-13,The Daisy Chain,5.2,35
504,"[35, 18]",19688,en,Middle of Nowhere,4.046,2010-07-13,Middle of Nowhere,5.9,35
505,"[18, 10749]",63414,te,డార్లింగ్,4.029,2010-04-23,Darling,4.9,8
506,"[10752, 35, 18]",6172,de,Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,4.018,2010-01-19,My Führer,5.2,38
507,"[28, 12, 53]",41409,en,Airline Disaster,3.985,2010-06-29,Airline Disaster,3.2,15
508,"[27, 53]",52817,en,Bitter Feast,3.973,2010-07-08,Bitter Feast,5.4,27
509,"[28, 80]",32845,en,Wrong Side of Town,3.969,2010-02-23,Wrong Side of Town,5.2,25
510,"[10751, 16]",36696,ru,Белка и Стрелка. Звёздные собаки,3.952,2010-04-03,Space Dogs,5.5,17
511,"[35, 10749]",55246,en,Ceremony,3.952,2010-10-08,Ceremony,5.2,33
512,[18],43922,en,Legendary,3.948,2010-09-10,Legendary,6.4,50
513,"[28, 53]",38166,en,The Stranger,3.948,2010-06-01,The Stranger,5.0,29
514,"[10749, 18]",59944,ja,君に届け,3.9,2010-11-11,From Me To You,6.5,37
515,"[10751, 12]",36085,de,Vorstadtkrokodile 2,3.9,2010-06-15,The Crocodiles Strike Back,6.4,30
516,"[35, 18, 10749]",40777,hi,I Hate Luv Storys,3.867,2010-06-30,I Hate Luv Storys,6.1,51
517,[],31059,ru,Наша Russia: Яйца судьбы,3.867,2010-01-21,Nasha Russia: Yaytsa sudby,4.3,25
