title,studio,domestic_gross,foreign_gross,year
Empire of Lust,CJ,10700.0,,2015
The Forecaster,FOR,10200.0,,2015
Still Life (2015),Trib.,9500.0,,2015
Every Thing Will be Fine,IFC,9200.0,,2015
The Lesson,FM,9000.0,,2015
An Eye for Beauty,MR,9000.0,,2015
Northern Soul,Free,8900.0,,2015
The Girl in the Book,Free,8200.0,,2015
Steak (R)evolution,KL,8000.0,,2015
On the Way to School,Distrib.,7400.0,,2015
Hungry Hearts,IFC,6900.0,,2015
Steve McQueen: The Man & Le Mans,FR,6800.0,,2015
Arabian Nights: Volume 2 - The Desolate One,KL,6400.0,,2015
Alleluia,MBox,6300.0,,2015
Barely Lethal,A24,6100.0,,2015
Chic!,Distrib.,5600.0,,2015
Far from Men,Trib.,5300.0,,2015
The Dead Lands,Magn.,5200.0,,2015
Jenny's Wedding,IFC,4700.0,,2015
Against the Sun,TAFC,4600.0,,2015
Ashby,TFA,4600.0,,2015
Arabian Nights: Volume 3 - The Enchanted One,KL,4500.0,,2015
The Summer of Sangaile,Strand,4500.0,,2015
Club Life,Orch.,4400.0,,2015
Back to the Jurassic,CJ,4400.0,,2015
In the Basement,Strand,3600.0,,2015
Fidelio: Alice's Odyssey,FRun,3600.0,,2015
That Sugar Film,Gold.,3500.0,,2015
Xenia,Strand,3200.0,,2015
The Iron Ministry,Icar.,3200.0,,2015
The Lady in the Car with Glasses and a Gun,Magn.,2200.0,,2015
Stations of the Cross,FM,1500.0,,2015
Skin Trade,Magn.,1200.0,,2015
Thanks to My Friends,Distrib.,900.0,,2015
REC 4: Apocalypse,Magn.,800.0,,2015
It's All So Quiet (Boven is het stil),BWP,700.0,,2015
Tough Being Loved By Jerks,KL,700.0,,2015
The Chambermaid,FM,300.0,,2015
Captain America: Civil War,BV,408100000.0,745200000,2016
Rogue One: A Star Wars Story,BV,532200000.0,523900000,2016
Finding Dory,BV,486300000.0,542300000,2016
Zootopia,BV,341300000.0,682500000,2016
The Jungle Book (2016),BV,364000000.0,602500000,2016
The Secret Life of Pets,Uni.,368400000.0,507100000,2016
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000,2016
Fantastic Beasts and Where To Find Them,WB,234000000.0,580000000,2016
Deadpool,Fox,363100000.0,420000000,2016
Suicide Squad,WB,325100000.0,421700000,2016
Doctor Strange,BV,232600000.0,445100000,2016
Moana,BV,248800000.0,394600000,2016
Sing,Uni.,270400000.0,363800000,2016
The Mermaid (Mei ren yu),Sony,3200000.0,550600000,2016
X-Men: Apocalypse,Fox,155400000.0,388500000,2016
Kung Fu Panda 3,Fox,143500000.0,377600000,2016
La La Land,LG/S,151100000.0,295000000,2016
Warcraft,Uni.,47400000.0,386300000,2016
Jason Bourne,Uni.,162400000.0,253100000,2016
Ice Age: Collision Course,Fox,64099999.0,344500000,2016
Independence Day: Resurgence,Fox,103100000.0,286500000,2016
Monster Hunt,FR,32800.0,385300000,2016
The Legend of Tarzan,WB,126600000.0,230100000,2016
The Angry Birds Movie,Sony,107500000.0,244800000,2016
Trolls,Fox,153700000.0,193200000,2016
Star Trek Beyond,Par.,158800000.0,184600000,2016
Now You See Me 2,LG/S,65099999.0,269800000,2016
The Conjuring 2,WB (NL),102500000.0,217900000,2016
Passengers (2016),Sony,100000000.0,203100000,2016
Dangal,UTV,12400000.0,290500000,2016
Alice Through the Looking Glass,BV,77000000.0,222400000,2016
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000,2016
Assassin's Creed,Fox,54600000.0,186300000,2016
Sully,WB,125100000.0,115700000,2016
Hidden Figures,Fox,169600000.0,66300000,2016
Ghostbusters (2016),Sony,128400000.0,100800000,2016
Inferno,Sony,34300000.0,185700000,2016
Central Intelligence,WB (NL),127400000.0,89500000,2016
Bridget Jones's Baby,Uni.,24300000.0,187700000,2016
Me Before You,WB (NL),56200000.0,152100000,2016
London Has Fallen,Focus,62500000.0,143200000,2016
Arrival,Par.,100500000.0,102800000,2016
The Monkey King 2 in 3D,CL,710000.0,193000000,2016
Bad Moms,STX,113300000.0,70700000,2016
Storks,WB,72700000.0,110700000,2016
The BFG,BV,55500000.0,127900000,2016
The Divergent Series: Allegiant,LG/S,66200000.0,113100000,2016
Hacksaw Ridge,LGF,67200000.0,108100000,2016
The Girl on the Train (2016),Uni.,75400000.0,97800000,2016
Operation Mekong,WGUSA,800000.0,172300000,2016
The Huntsman: Winter's War,Uni.,48400000.0,116600000,2016
The Magnificent Seven (2016),Sony,93400000.0,68900000,2016
Jack Reacher: Never Go Back,Par.,58700000.0,103400000,2016
Don't Breathe,SGem,89200000.0,67900000,2016
Ip Man 3,WGUSA,2700000.0,154200000,2016
The Accountant,WB,86300000.0,68900000,2016
Gods of Egypt,LG/S,31200000.0,119500000,2016
Lights Out,WB (NL),67300000.0,81600000,2016
Pete's Dragon (2016),BV,76200000.0,67500000,2016
Sausage Party,Sony,97700000.0,43000000,2016
Lion,Wein.,51700000.0,88600000,2016
Detective Chinatown (Tang ren jie tan an),CL,474000.0,125400000,2016
Mechanic: Resurrection,LG/S,21200000.0,104500000,2016
Ride Along 2,Uni.,91200000.0,33400000,2016
Deepwater Horizon,LG/S,61400000.0,60400000,2016
Allied,Par.,40100000.0,79400000,2016
The Shallows,Sony,55100000.0,64000000,2016
The Purge: Election Year,Uni.,79200000.0,39400000,2016
Why Him?,Fox,60300000.0,57800000,2016
Finding Mr. Right 2,CL,,114700000,2016
Office Christmas Party,Par.,54800000.0,59700000,2016
How to Be Single,WB (NL),46800000.0,65500000,2016
10 Cloverfield Lane,Par.,72100000.0,38100000,2016
The 5th Wave,Sony,34900000.0,75000000,2016
Neighbors 2: Sorority Rising,Uni.,55500000.0,52600000,2016
Cold War 2,WGUSA,561000.0,102600000,2016
The Little Prince,EOne,1300000.0,96200000,2016
Dirty Grandpa,LGF,35600000.0,58500000,2016
Ben-Hur (2016),Par.,26400000.0,67700000,2016
Money Monster,TriS,41000000.0,52300000,2016
My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000,2016
Collateral Beauty,WB (NL),31000000.0,57500000,2016
Train to Busan,WGUSA,2100000.0,85400000,2016
Sultan,Yash,6200000.0,81100000,2016
War Dogs,WB,43000000.0,43200000,2016
Nerve,LGF,38600000.0,46700000,2016
Ouija: Origin of Evil,Uni.,35100000.0,46600000,2016
Manchester by the Sea,RAtt.,47700000.0,31300000,2016
The Boss,Uni.,63300000.0,15600000,2016
Shin Godzilla,FUN,1900000.0,76000000,2016
Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000,2016
Boo! A Madea Halloween,LGF,73200000.0,1600000,2016
Miracles from Heaven,TriS,61700000.0,12200000,2016
I Am Not Madame Bovary,WGUSA,437000.0,70400000,2016
Kubo and the Two Strings,Focus,48000000.0,21900000,2016
13 Hours: The Secret Soldiers of Benghazi,Par.,52900000.0,16600000,2016
Moonlight (2016),A24,27900000.0,37200000,2016
Fences,Par.,57700000.0,6700000,2016
The Boy (2016),STX,35800000.0,28400000,2016
"Hail, Caesar!",Uni.,30500000.0,33100000,2016
The Nice Guys,WB,36300000.0,26500000,2016
L.O.R.D: Legend of Ravaging Dynasties,AR,350000.0,57700000,2016
Nine Lives (2016),EC,19700000.0,38100000,2016
Zoolander 2,Par.,28800000.0,27900000,2016
Barbershop: The Next Cut,WB (NL),54000000.0,1000000,2016
The Finest Hours,BV,27600000.0,24500000,2016
Master,CJ,597000.0,51000000,2016
Patriots Day,LGF,31900000.0,18700000,2016
Florence Foster Jenkins,Par.,27400000.0,21500000,2016
Mother's Day,ORF,32500000.0,15900000,2016
Luck-Key,JBG,467000.0,47700000,2016
Yo-kai Watch: The Movie,Elev.,257000.0,47600000,2016
A Monster Calls,Focus,3700000.0,43600000,2016
Eddie the Eagle,Fox,15800000.0,30400000,2016
Risen,Sony,36900000.0,9200000,2016
Blair Witch,LGF,20800000.0,24400000,2016
Cafe Society,LGF,11100000.0,32700000,2016
Almost Christmas,Uni.,42200000.0,422000,2016
The Witch,A24,25100000.0,15300000,2016
The Wild Life (2016),LG/S,8000000.0,31500000,2016
Criminal (2016),LG/S,14700000.0,24100000,2016
Absolutely Fabulous: The Movie,FoxS,4800000.0,33100000,2016
Hell or High Water,LGF,27000000.0,10900000,2016
The Forest,Focus,26600000.0,11000000,2016
Snowden,ORF,21600000.0,15700000,2016
Billy Lynn's Long Halftime Walk,TriS,1700000.0,29200000,2016
When the Bough Breaks,SGem,29700000.0,911000,2016
Nocturnal Animals,Focus,10700000.0,19600000,2016
Keeping Up with the Joneses,Fox,14900000.0,15000000,2016
Ae Dil Hai Mushkil,FIP,4300000.0,24100000,2016
Fan,Yash,2300000.0,25900000,2016
M.S. Dhoni: The Untold Story,FIP,1800000.0,26000000,2016
The Light Between Oceans,BV,12500000.0,13400000,2016
The Brothers Grimsby,Sony,6900000.0,18300000,2016
Race (2016),Focus,19200000.0,5900000,2016
Free State of Jones,STX,20800000.0,4200000,2016
A Beautiful Planet,Imax,15500000.0,9400000,2016
God's Not Dead 2,PFR,20800000.0,3700000,2016
Silence (2016),Par.,7100000.0,16600000,2016
Middle School: The Worst Years of My Life,LGF,20000000.0,3300000,2016
Triple 9,ORF,12600000.0,10500000,2016
Whiskey Tango Foxtrot,Par.,23100000.0,,2016
Captain Fantastic,BST,5900000.0,16900000,2016
Live By Night,WB,10400000.0,12300000,2016
Julieta,SPC,1500000.0,21000000,2016
Solace,LGP,,22400000,2016
Fifty Shades of Black,ORF,11700000.0,10500000,2016
Keanu,WB (NL),20600000.0,,2016
El Clan,FIP,201000.0,20200000,2016
The Edge of Seventeen,STX,14400000.0,4400000,2016
The Choice,LGF,18700000.0,,2016
Eye in the Sky,BST,18700000.0,,2016
Bad Santa 2,BG,17800000.0,,2016
Regression,W/Dim.,55000.0,17600000,2016
Neerja,FIP,1600000.0,16000000,2016
Masterminds (2016),Rela.,17400000.0,,2016
Norm of the North,LGF,17100000.0,,2016
Hardcore Henry,STX,9300000.0,7600000,2016
Pride and Prejudice and Zombies,SGem,10900000.0,5500000,2016
The Infiltrator,BG,15400000.0,,2016
Kapoor & Sons - Since 1921,FIP,2600000.0,12800000,2016
The Take (2016),HTR,50300.0,14800000,2016
Sword Master,WGUSA,75500.0,14600000,2016
"Hello, My Name is Doris",RAtt.,14400000.0,,2016
The Other Side of the Door,Fox,3000000.0,11300000,2016
Love & Friendship,RAtt.,14000000.0,,2016
Jackie,FoxS,14000000.0,,2016
Sing Street,Wein.,3200000.0,10400000,2016
Shut In,EC,6900000.0,6200000,2016
Loving,Focus,7800000.0,5200000,2016
The Beatles: Eight Days a Week - The Touring Years,Abr.,2900000.0,9400000,2016
The Man Who Knew Infinity,IFC,3900000.0,8400000,2016
No Manches Frida,PNT,11500000.0,,2016
The Darkness,BH Tilt,10800000.0,,2016
Our Kind of Traitor,RAtt.,3200000.0,7600000,2016
The Perfect Match,LGF,9700000.0,745000,2016
Queen of Katwe,BV,8900000.0,1500000,2016
Miss Sloane,EC,3500000.0,5600000,2016
Ratchet & Clank,Focus,8800000.0,,2016
Morgan,Fox,3900000.0,4900000,2016
The Lobster (US Release),A24,8700000.0,,2016
My King (Mon roi),FM,54100.0,7900000,2016
Pele: Birth of a Legend,IFC,57000.0,7800000,2016
A Bigger Splash,FoxS,2000000.0,5500000,2016
Southside with You,RAtt.,6300000.0,208000,2016
The Young Messiah,Focus,6500000.0,,2016
Incarnate,BH Tilt,4800000.0,1500000,2016
Max Steel,ORF,3800000.0,2500000,2016
Midnight Special,WB,3700000.0,2500000,2016
The Duelist,Sony,13500.0,6100000,2016
The Autopsy of Jane Doe,IFC,10500.0,6000000,2016
My Best Friend's Wedding (2016),Sony,78600.0,5600000,2016
Genius,RAtt.,1400000.0,4300000,2016
20th Century Women,A24,5700000.0,,2016
Hunt for the Wilderpeople,Orch.,5200000.0,,2016
Bleed for This,ORF,5100000.0,,2016
Hands of Stone,Wein.,4700000.0,,2016
Men & Chicken,Drft.,30200.0,4600000,2016
The Meddler,SPC,4300000.0,,2016
A Hologram for the King,RAtt.,4200000.0,,2016
Swiss Army Man,A24,4200000.0,,2016
Denial,BST,4099999.0,,2016
Indignation,RAtt.,3400000.0,523000,2016
Kabali,CineGalaxy,3900000.0,,2016
Rules Don't Apply,Fox,3700000.0,233000,2016
Where to Invade Next,Drft.,3800000.0,,2016
Batman: The Killing Joke,Fathom,3800000.0,,2016
Naam Hai Akira,FIP,219000.0,3500000,2016
A Man Called Ove,MBox,3500000.0,,2016
Miles Ahead,SPC,2600000.0,850000,2016
Everybody Wants Some!!,Par.,3400000.0,,2016
Maggie's Plan,SPC,3400000.0,,2016
The Program (2016),EOne,13100.0,3300000,2016
Green Room,A24,3200000.0,,2016
The Eagle Huntress,SPC,3200000.0,,2016
Compadres,PNT,3100000.0,,2016
Desierto,STX,2000000.0,1000000,2016
Anthropoid,BST,3000000.0,,2016
Hillsong - Let Hope Rise,PFR,2400000.0,255000,2016
El Jeremias,Sony,650000.0,1900000,2016
The Disappointments Room,Rela.,2400000.0,,2016
Dear Zindagi,Relbig.,2400000.0,,2016
Elle,SPC,2300000.0,,2016
Paterson,BST,2200000.0,,2016
Equals,A24,33300.0,2100000,2016
I'm Not Ashamed,PFR,2100000.0,,2016
The Dressmaker,BG,2000000.0,,2016
The Handmaiden,Magn.,2000000.0,,2016
Demolition,FoxS,2000000.0,,2016
American Honey,A24,663000.0,1200000,2016
Busco Novio Para Mi Mujer,PNT,1700000.0,,2016
A Perfect Day,IFC,14000.0,1700000,2016
Weiner,IFC,1700000.0,,2016
Rustom,Zee,1100000.0,571000,2016
I Saw the Light,SPC,1600000.0,,2016
Jane Got a Gun,Wein.,1500000.0,,2016
Toni Erdmann,SPC,1500000.0,,2016
The Neon Demon,BG,1300000.0,,2016
Embrace of the Serpent,Osci.,1300000.0,,2016
Housefull 3,Eros,1300000.0,,2016
Mohenjo Daro,UTV,1300000.0,,2016
Lazer Team,Ampl.,1200000.0,,2016
The Music of Strangers,Orch.,1200000.0,,2016
Dough,Men.,1100000.0,,2016
Ma ma,Osci.,47300.0,1100000,2016
Wazir,Relbig.,1100000.0,,2016
Papa: Hemingway in Cuba,YFG,1100000.0,,2016
Certain Women,IFC,1100000.0,,2016
The Innocents,MBox,1100000.0,,2016
Elvis & Nixon,BST,1100000.0,,2016
Operation Chromite,CJ,1000000.0,,2016
Baar Baar Dekho,Eros,982000.0,,2016
Dark Horse (2016),SPC,941000.0,,2016
Neruda,Orch.,939000.0,,2016
Gentleman,Gaatri,898000.0,,2016
Ki & Ka,Eros,858000.0,,2016
Dishoom,Eros,813000.0,,2016
The Wailing (Goksung),WGUSA,787000.0,,2016
Chongqing Hot Pot,CL,780000.0,,2016
The Polar Express (2016 re-issue),WB,765000.0,,2016
Little Men (2016),Magn.,703000.0,,2016
Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros,701000.0,,2016
Born to be Blue (US Release),IFC,678000.0,,2016
City of Gold,IFC,641000.0,,2016
Remember (US Release),A24,638000.0,,2016
Embrace: The Documentary,Gathr,629000.0,,2016
Tickled,Magn.,614000.0,,2016
"Lo and Behold, Reveries of the Connected World",Magn.,595000.0,,2016
A Tale of Love and Darkness,FCW,572000.0,,2016
Tunnel,WGUSA,569000.0,,2016
Knight of Cups,BG,566000.0,,2016
Harry & Snowman,FR,561000.0,,2016
Viral,W/Dim.,,552000,2016
American Pastoral,LGF,544000.0,,2016
The Age of Shadows,CJ,542000.0,,2016
Fitoor,UTV,529000.0,,2016
The First Monday in May,Magn.,527000.0,,2016
Marguerite,Cohen,497000.0,,2016
The Boy and the Beast,FUN,491000.0,,2016
Wiener-Dog,IFC,477000.0,,2016
Our Little Sister,SPC,468000.0,,2016
Only Yesterday (2016 re-release),GK,453000.0,,2016
Baaghi,UTV,438000.0,,2016
Land of Mine,SPC,435000.0,,2016
Things To Come,IFC,388000.0,,2016
The Lobster (Canada Release),Mon,377000.0,,2016
Mr. Donkey,CL,356000.0,,2016
Happy Bhaag Jayegi,Eros,352000.0,,2016
High-Rise,Magn.,346000.0,,2016
Te3n,Rel.,332000.0,,2016
Francofonia,MBox,307000.0,,2016
Mia Madre,MBox,303000.0,,2016
April and the Extraordinary World,GK,295000.0,,2016
Ixcanul,KL,295000.0,,2016
The People vs. Fritz Bauer,Cohen,288000.0,,2016
Aquarius,Vita.,286000.0,,2016
Kingsglaive: Final Fantasy: XV,VE,270000.0,,2016
My Golden Days,Magn.,269000.0,,2016
The Family Fang,SM,263000.0,,2016
Dheepan,IFC,262000.0,,2016
"Life, Animated",Orch.,255000.0,,2016
Oasis: Supersonic,A24,243000.0,,2016
The Invitation,Drft.,232000.0,,2016
Miss Hokusai,GK,223000.0,,2016
Kaptaan,UTV,204000.0,,2016
League of Gods,Sony,182000.0,,2016
Viva,Magn.,178000.0,,2016
The Wave,Magn.,177000.0,,2016
Asura: The City of Madness,CJ,176000.0,,2016
Louder than Bombs,Orch.,164000.0,,2016
Howards End (2016 Restoration),Cohen,160000.0,,2016
Sunset Song,Magn.,160000.0,,2016
Born to be Blue,EOne,152000.0,,2016
Seasons,MBox,150000.0,,2016
Rams (Hrútar),Cohen,149000.0,,2016
Tumbledown,SM,135000.0,,2016
The Brand New Testament,MBox,128000.0,,2016
Spirits' Homecoming,PM&E,126000.0,,2016
Sweet Bean,KL,125000.0,,2016
A War,Magn.,123000.0,,2016
Fire at Sea,KL,121000.0,,2016
Hockney,FM,121000.0,,2016
Three,WGUSA,120000.0,,2016
Tale of Tales,IFC,119000.0,,2016
The Measure of a Man,KL,112000.0,,2016
Aferim!,BWP,108000.0,,2016
Until Forever (Por Siempre),CZ,105000.0,,2016
Under the Sun (2016),Icar.,105000.0,,2016
Our Last Tango,Strand,100000.0,,2016
Rock On 2,Eros,98900.0,,2016
Seondal: The Man Who Sells the River,CJ,97500.0,,2016
So Young 2: Never Gone,CL,96400.0,,2016
"New York, New York (2016)",CL,92400.0,,2016
Fireworks Wednesday,Ghop,90500.0,,2016
No One's Life Is Easy: So I Married an Anti-Fan,CL,89300.0,,2016
"My Love, Don't Cross that River",FM,88000.0,,2016
Author: The JT LeRoy Story,Magn.,86000.0,,2016
Mountains May Depart,KL,82900.0,,2016
Cock and Bull,CL,82800.0,,2016
A Street Cat Named Bob,Cleopatra,82700.0,,2016
Les cowboys,Cohen,80800.0,,2016
Saala Khadoos,UTV,76900.0,,2016
The Monster (2016),A24,12500.0,62200,2016
Dancer,IFC,71900.0,,2016
Sweet 20,CJ,71800.0,,2016
The Dark Horse,BG,67500.0,,2016
Phantom Detective,CJ,67100.0,,2016
Ran (2016 re-issue),Rialto,66100.0,,2016
Microbe & Gasoline,Scre.,63800.0,,2016
Time Renegades,CJ,59400.0,,2016
Vanishing Time: A Boy Who Returned,Dreamwest,57800.0,,2016
DONGJU: The Portrait of a Poet,CJ,56600.0,,2016
L'attesa,Osci.,55800.0,,2016
The Lovers and the Despot,Magn.,55500.0,,2016
Clown,W/Dim.,55000.0,,2016
Diary of a Chambermaid,Cohen,54200.0,,2016
High Strung (2016),Pala.,53400.0,,2016
The Club,MBox,52800.0,,2016
Being 17,Strand,52700.0,,2016
The Last Man on the Moon,Grav.,52500.0,,2016
My Annoying Brother,CJ,52000.0,,2016
Cemetery of Splendor,Strand,52000.0,,2016
Disorder,IFC,51900.0,,2016
Like for Likes,CJ,50800.0,,2016
In the Shadow of Women,Distrib.,50300.0,,2016
In Order of Disappearance,Magn.,50300.0,,2016
The Treasure,SDS,50200.0,,2016
Fatima,KL,50100.0,,2016
We Are X,Drft.,45300.0,,2016
A Melody to Remember,CJ,44300.0,,2016
Phantom of the Theatre,WGUSA,44000.0,,2016
Mastizaade,Eros,43400.0,,2016
Closet Monster,Strand,42200.0,,2016
Troublemakers: The Story of Land Art,FRun,29500.0,9100,2016
Come What May,Cohen,37800.0,,2016
Until Forever,Linn,35800.0,,2016
Summertime (2016),Strand,35300.0,,2016
Songs My Brothers Taught Me,KL,34800.0,,2016
Mr. Right,FCW,34700.0,,2016
Phantom Boy,GK,34400.0,,2016
Sweet Sixteen (Xia You Qiao Mu),CL,34300.0,,2016
Eisenstein in Guanajuato,Strand,34300.0,,2016
Last Cab to Darwin,FRun,34200.0,,2016
The Map Against the World,CJ,34000.0,,2016
Kaili Blues,Ghop,32200.0,,2016
Anesthesia,IFC,32200.0,,2016
"Rio, I Love You",Scre.,32000.0,,2016
As I Open My Eyes,KL,31000.0,,2016
The Son of Joseph,KL,30600.0,,2016
From Afar,Strand,30200.0,,2016
For a Few Bullets,CL,30100.0,,2016
The Last Princess,CJ,29300.0,,2016
Valley of Love,Strand,28600.0,,2016
Blackway,Electric,27100.0,,2016
Neon Bull,KL,26700.0,,2016
Papa (Luo shan ji dao dan ji hua),Jampa,26700.0,,2016
Standing Tall (La tete haute),Cohen,26100.0,,2016
Chevalier,Strand,25700.0,,2016
The New Year's Eve of Old Lee,CL,25400.0,,2016
Cosmos,KL,25300.0,,2016
A Monster with a Thousand Heads,MBox,24900.0,,2016
Evolution,IFC,24800.0,,2016
"Right Now, Wrong Then",Ghop,24500.0,,2016
Lolo,FR,24100.0,,2016
Sanam Teri Kasam,Eros,22100.0,,2016
Term Life,FCW,21300.0,,2016
The Sea of Trees,A24,20400.0,,2016
Wildflower (Secretos del Alma),CZ,18100.0,,2016
Colonia,Scre.,15700.0,,2016
Argentina,FRun,14900.0,,2016
Remember You,CJ,14800.0,,2016
Adderall Diaries,A24,13200.0,,2016
Neither Heaven Nor Earth,FM,12800.0,,2016
The Ones Below,Magn.,12500.0,,2016
"Kiki, Love to Love",Strand,12500.0,,2016
Don't Call Me Son,Zeit.,11700.0,,2016
Jeruzalem,EpicPics,11300.0,,2016
Serial Killer 1,KL,10300.0,,2016
Chronic,MR,9000.0,,2016
Magnus,FR,8900.0,,2016
The Last King,Magn.,8900.0,,2016
Mojave,A24,8300.0,,2016
The Other Side,FM,8100.0,,2016
The President,Crnth,7600.0,,2016
They Will Have to Kill Us First,BBC,7500.0,,2016
The Carer,Crnth,6200.0,,2016
Klown Forever,Drft.,5700.0,,2016
Search Party,FCW,4600.0,,2016
In Harmony,Distrib.,3100.0,,2016
In Her Name (Au nom de ma fille),Distrib.,1600.0,,2016
Next Time I'll Aim for the Heart,Distrib.,800.0,,2016
The Student and Mr. Henri,Distrib.,800.0,,2016
Down By Love,Distrib.,700.0,,2016
News From Planet Mars,KL,300.0,,2016
Satanic,Magn.,300.0,,2016
Star Wars: The Last Jedi,BV,620200000.0,712400000,2017
Beauty and the Beast (2017),BV,504000000.0,759500000,2017
The Fate of the Furious,Uni.,226000000.0,"1,010.0",2017
Despicable Me 3,Uni.,264600000.0,770200000,2017
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017
Spider-Man: Homecoming,Sony,334200000.0,546000000,2017
Wolf Warrior 2,HC,2700000.0,867600000,2017
Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000,2017
Thor: Ragnarok,BV,315100000.0,538900000,2017
Wonder Woman,WB,412600000.0,409300000,2017
Coco,BV,209700000.0,597400000,2017
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000,2017
It,WB (NL),327500000.0,372900000,2017
Justice League,WB,229000000.0,428900000,2017
Logan (2017),Fox,226300000.0,392700000,2017
Transformers: The Last Knight,Par.,130199999.0,475300000,2017
Kong: Skull Island,WB,168100000.0,398600000,2017
The Boss Baby,Fox,175000000.0,353000000,2017
Dunkirk,WB,188000000.0,337200000,2017
War for the Planet of the Apes,Fox,146900000.0,343800000,2017
The Greatest Showman,Fox,174300000.0,260700000,2017
Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017
The Mummy (2017),Uni.,80200000.0,329000000,2017
Cars 3,BV,152900000.0,231000000,2017
Fifty Shades Darker,Uni.,114600000.0,267000000,2017
Your Name.,FUN,5000000.0,353000000,2017
Murder on the Orient Express (2017),Fox,102800000.0,250000000,2017
xXx: The Return of Xander Cage,Par.,44900000.0,301200000,2017
The Great Wall,Uni.,45500000.0,289400000,2017
Resident Evil: The Final Chapter,SGem,26800000.0,285400000,2017
The LEGO Batman Movie,WB,175800000.0,136200000,2017
Annabelle: Creation,WB (NL),102100000.0,204400000,2017
Wonder,LGF,132400000.0,173500000,2017
Ferdinand,Fox,84400000.0,211700000,2017
Split,Uni.,138300000.0,140200000,2017
Blade Runner 2049,WB,92100000.0,167200000,2017
Get Out,Uni.,176000000.0,79400000,2017
Kung Fu Yoga,WGUSA,363000.0,253800000,2017
Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000,2017
Journey to the West: The Demons Strike Back,Sony,880000.0,245700000,2017
Alien: Covenant,Fox,74300000.0,166600000,2017
Baby Driver,TriS,107800000.0,119100000,2017
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017
Geostorm,WB,33700000.0,187900000,2017
The Emoji Movie,Sony,86100000.0,131699999,2017
A Dog's Purpose,Uni.,64500000.0,140500000,2017
Smurfs: The Lost Village,Sony,45000000.0,152200000,2017
The Shape of Water,FoxS,63900000.0,131400000,2017
Pitch Perfect 3,Uni.,104900000.0,80500000,2017
Daddy's Home 2,Par.,104000000.0,76600000,2017
The Post,Fox,81900000.0,97900000,2017
Baywatch,Par.,58100000.0,119800000,2017
The Hitman's Bodyguard,LG/S,75500000.0,101100000,2017
John Wick: Chapter Two,LG/S,92000000.0,79500000,2017
Ghost in the Shell (2017),Par.,40600000.0,129199999,2017
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017
Duckweed,CL,472000.0,150600000,2017
Darkest Hour,Focus,56500000.0,94400000,2017
King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017
The Foreigner,STX,34400000.0,111000000,2017
Power Rangers (2017),LGF,85400000.0,57000000,2017
Girls Trip,Uni.,115200000.0,25400000,2017
American Made,Uni.,51300000.0,83500000,2017
A Bad Moms Christmas,STX,72100000.0,58400000,2017
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017
Happy Death Day,Uni.,55700000.0,69800000,2017
The LEGO Ninjago Movie,WB,59300000.0,63800000,2017
Secret Superstar,,,122000000,2017
The Dark Tower,Sony,50700000.0,62500000,2017
Buddies in India,CL,293000.0,109300000,2017
Leap!,Wein.,21900000.0,81400000,2017
Jigsaw,LGF,38100000.0,64900000,2017
Railroad Tigers,WGUSA,218000.0,102000000,2017
Life (2017),Sony,30200000.0,70300000,2017
Atomic Blonde,Focus,51700000.0,48300000,2017
The Shack,LG/S,57400000.0,39600000,2017
Some Like It Hot (Qing Shung),CL,100000.0,95600000,2017
Tiger Zinda Hai,Yash,5600000.0,81800000,2017
Going in Style (2017),WB (NL),45000000.0,39900000,2017
Rings,Par.,27800000.0,55300000,2017
A Taxi Driver,WGUSA,1500000.0,80100000,2017
Underworld: Blood Wars,SGem,30400000.0,50700000,2017
Lady Bird,A24,49000000.0,30000000,2017
American Assassin,LGF,36200000.0,31000000,2017
One Piece Film: Gold,FUN,424000.0,65800000,2017
Victoria and Abdul,Focus,22200000.0,43200000,2017
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000,2017
Monster Trucks,Par.,33400000.0,31100000,2017
The Mountain Between Us,Fox,30300000.0,32500000,2017
The Star,Sony,40900000.0,22000000,2017
How to be a Latin Lover,PNT,32100000.0,29700000,2017
"Everything, Everything",WB,34100000.0,27500000,2017
Snatched,Fox,45900000.0,15000000,2017
My Little Pony: The Movie,LGF,21900000.0,38400000,2017
Molly's Game,STX,28800000.0,30500000,2017
All the Money in the World,TriS,25100000.0,31900000,2017
The Big Sick,LGF,42900000.0,13500000,2017
Confidential Assignment,CJ,476000.0,55500000,2017
